型番,カード名,レアリティ,画像URL,画像タイトル,参照価格,元URL,カテゴリ,デフォルト動画,デフォルトバッジ,dopaID,wp_id,source
095/071,タケルライコex,SAR,https://minnano-toreka.com/wp-content/uploads/2026/08/095-071_minnanotoreca-10241037.webp,タケルライコex（SAR）[095/071],,https://dopa-game.jp/pokemon/dp/10241037,,,,10241037,28814,DOPA
{107/095} [sm8],バンギラスGX,HR,https://minnano-toreka.com/wp-content/uploads/2026/08/107-095-sm8_minnanotoreca-10346830.webp,バンギラスGX（HR）[{107/095} [sm8]],,https://dopa-game.jp/pokemon/dp/10346830,,,,10346830,28815,DOPA
{066/049} [sm11b],Nの覚悟,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/066-049-sm11b_minnanotoreca-10346839.webp,Nの覚悟（SR）[{066/049} [sm11b]],,https://dopa-game.jp/pokemon/dp/10346839,,,,10346839,28816,DOPA
{081/070} [S5R],モミ,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/081-070-S5R_minnanotoreca-10332224.webp,モミ（SR）[{081/070} [S5R]],,https://dopa-game.jp/pokemon/dp/10332224,,,,10332224,28817,DOPA
{102/095} [sm8],ウツギ博士のレクチャー,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/102-095-sm8_minnanotoreca-10332259.webp,ウツギ博士のレクチャー（SR）[{102/095} [sm8]],,https://dopa-game.jp/pokemon/dp/10332259,,,,10332259,28818,DOPA
279/SV-P,チェレン,P,https://minnano-toreka.com/wp-content/uploads/2026/08/279-SV-P_minnanotoreca-10334685.webp,チェレン（P）[279/SV-P],,https://dopa-game.jp/pokemon/dp/10334685,,,,10334685,28819,DOPA
055/051,サーナイトGX,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/055-051_minnanotoreca-10338165.webp,サーナイトGX（SR）[055/051],,https://dopa-game.jp/pokemon/dp/10338165,,,,10338165,28820,DOPA
280/184,ミュウVMAX,UR,https://minnano-toreka.com/wp-content/uploads/2026/08/280-184_minnanotoreca-10239074.webp,ミュウVMAX（UR）[280/184],,https://dopa-game.jp/pokemon/dp/10239074,,,,10239074,28821,DOPA
{161/165} [SV2a],エリカの招待(マスターボールミラー),U,https://minnano-toreka.com/wp-content/uploads/2026/08/161-165-SV2a_minnanotoreca-10341895.webp,エリカの招待(マスターボールミラー)（U）[{161/165} [SV2a]],,https://dopa-game.jp/pokemon/dp/10341895,,,,10341895,28822,DOPA
218/SV-P,ピカチュウ,Ｐ,https://minnano-toreka.com/wp-content/uploads/2026/08/218-SV-P_minnanotoreca-10283610.webp,ピカチュウ（Ｐ）[218/SV-P],,https://dopa-game.jp/pokemon/dp/10283610,,,,10283610,28823,DOPA
092/165,ゴース(マスターボールミラー),C,https://minnano-toreka.com/wp-content/uploads/2026/08/092-165_minnanotoreca-10346766.webp,ゴース(マスターボールミラー)（C）[092/165],,https://dopa-game.jp/pokemon/dp/10346766,,,,10346766,28824,DOPA
098 / 095,コイキング&ホエルオーGX,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/098-095-sm9_minnanotoreca-10346846.webp,コイキング&ホエルオーGX（SR）[098 / 095],,https://dopa-game.jp/pokemon/dp/10338210,,,,10338210,28825,DOPA
231/184,ニンフィアV,CSR,https://minnano-toreka.com/wp-content/uploads/2026/08/231-184_minnanotoreca-10330290.webp,ニンフィアV（CSR）[231/184],,https://dopa-game.jp/pokemon/dp/10330290,,,,10330290,28826,DOPA
258/184,ガラルの仲間たち,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/258-184_minnanotoreca-10313270.webp,ガラルの仲間たち（SR）[258/184],,https://dopa-game.jp/pokemon/dp/10313270,,,,10313270,28827,DOPA
239/172,シロナの覇気,SAR,https://minnano-toreka.com/wp-content/uploads/2026/08/239-172_minnanotoreca-10238529.webp,シロナの覇気（SAR）[239/172],,https://dopa-game.jp/pokemon/dp/10238529,,,,10238529,28828,DOPA
-,ブラックボルト・ホワイトフレア 【未開封】カードファイルセット,BOX,https://minnano-toreka.com/wp-content/uploads/2026/08/none_minnanotoreca-10338152.webp,ブラックボルト・ホワイトフレア 【未開封】カードファイルセット（BOX）[-],,https://dopa-game.jp/pokemon/dp/10338152,,,,10338152,28829,DOPA
105/095,グズマ,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/105-095_minnanotoreca-10338206.webp,グズマ（SR）[105/095],,https://dopa-game.jp/pokemon/dp/10338206,,,,10338206,28830,DOPA
-,デッキシールド『(シンオウ)ぼうしをかぶったピカチュウ』64枚入り,-,https://minnano-toreka.com/wp-content/uploads/2026/08/none_minnanotoreca-10299611.webp,デッキシールド『(シンオウ)ぼうしをかぶったピカチュウ』64枚入り（-）[-],,https://dopa-game.jp/pokemon/dp/10299611,,,,10299611,28831,DOPA
006/018,MレックウザEX,-,https://minnano-toreka.com/wp-content/uploads/2026/08/006-018_minnanotoreca-10329738.webp,MレックウザEX（-）[006/018],,https://dopa-game.jp/pokemon/dp/10329738,,,,10329738,28832,DOPA
249/SM-P,ピカチュウ,-,https://minnano-toreka.com/wp-content/uploads/2026/08/249-SM-P_minnanotoreca-10240431.webp,ピカチュウ（-）[249/SM-P],,https://dopa-game.jp/pokemon/dp/10240431,,,,10240431,28833,DOPA
012/172,(PSA10)リーフィアVSTAR,RRR,https://minnano-toreka.com/wp-content/uploads/2026/08/012-172_minnanotoreca-10347589.webp,(PSA10)リーフィアVSTAR（RRR）[012/172],,https://dopa-game.jp/pokemon/dp/10347589,,,,10347589,28834,DOPA
095/071,グルーシャ,SAR,https://minnano-toreka.com/wp-content/uploads/2026/08/095-071_minnanotoreca-10239660.webp,グルーシャ（SAR）[095/071],,https://dopa-game.jp/pokemon/dp/10239660,,,,10239660,28835,DOPA
005/025,わるいギャラドス(25th),-,https://minnano-toreka.com/wp-content/uploads/2026/08/005-025_minnanotoreca-10338161.webp,わるいギャラドス(25th)（-）[005/025],,https://dopa-game.jp/pokemon/dp/10338161,,,,10338161,28836,DOPA
084/068,ジャローダV,CSR,https://minnano-toreka.com/wp-content/uploads/2026/08/084-068_minnanotoreca-10240410.webp,ジャローダV（CSR）[084/068],,https://dopa-game.jp/pokemon/dp/10240410,,,,10240410,28837,DOPA
097/071,マツバの確信,SAR,https://minnano-toreka.com/wp-content/uploads/2026/08/097-071_minnanotoreca-10241014.webp,マツバの確信（SAR）[097/071],,https://dopa-game.jp/pokemon/dp/10241014,,,,10241014,28838,DOPA
051/050,ギャラドスGX,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/051-050_minnanotoreca-10240433.webp,ギャラドスGX（SR）[051/050],,https://dopa-game.jp/pokemon/dp/10240433,,,,10240433,28839,DOPA
{067/066} [sm5],グレイシアGX,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/067-066-sm5_minnanotoreca-10341885.webp,グレイシアGX（SR）[{067/066} [sm5]],,https://dopa-game.jp/pokemon/dp/10341885,,,,10341885,28840,DOPA
103/078,コライドンex,SAR,https://minnano-toreka.com/wp-content/uploads/2026/08/103-078_minnanotoreca-10316973.webp,コライドンex（SAR）[103/078],,https://dopa-game.jp/pokemon/dp/10316973,,,,10316973,28841,DOPA
018/051,ピカチュウ,-,https://minnano-toreka.com/wp-content/uploads/2026/08/018-051_minnanotoreca-10339819.webp,ピカチュウ（-）[018/051],,https://dopa-game.jp/pokemon/dp/10339819,,,,10339819,28842,DOPA
130/098,ロケット団のミュウツーex,UR,https://minnano-toreka.com/wp-content/uploads/2026/08/130-098_minnanotoreca-10332283.webp,ロケット団のミュウツーex（UR）[130/098],,https://dopa-game.jp/pokemon/dp/10332283,,,,10332283,28843,DOPA
088/071,ゲンガーex,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/088-071_minnanotoreca-10244763.webp,ゲンガーex（SR）[088/071],,https://dopa-game.jp/pokemon/dp/10244763,,,,10244763,28844,DOPA
075/066,パルキアGX,HR,https://minnano-toreka.com/wp-content/uploads/2026/08/075-066_minnanotoreca-10240323.webp,パルキアGX（HR）[075/066],,https://dopa-game.jp/pokemon/dp/10240323,,,,10240323,28845,DOPA
203/165,フーディンex,SAR,https://minnano-toreka.com/wp-content/uploads/2026/08/203-165_minnanotoreca-10238926.webp,フーディンex（SAR）[203/165],,https://dopa-game.jp/pokemon/dp/10238926,,,,10238926,28846,DOPA
125/100,ギラティナVSTAR,UR,https://minnano-toreka.com/wp-content/uploads/2026/08/125-100_minnanotoreca-10239073.webp,ギラティナVSTAR（UR）[125/100],,https://dopa-game.jp/pokemon/dp/10239073,,,,10239073,28847,DOPA
{233/150} [sm8b],ハッサムGX,SSR,https://minnano-toreka.com/wp-content/uploads/2026/08/233-150-sm8b_minnanotoreca-10346838.webp,ハッサムGX（SSR）[{233/150} [sm8b]],,https://dopa-game.jp/pokemon/dp/10346838,,,,10346838,28848,DOPA
233/184,ミミッキュV,CSR,https://minnano-toreka.com/wp-content/uploads/2026/08/233-184_minnanotoreca-10239484.webp,ミミッキュV（CSR）[233/184],,https://dopa-game.jp/pokemon/dp/10239484,,,,10239484,28849,DOPA
{284/184} [S8b],レックウザVMAX,UR,https://minnano-toreka.com/wp-content/uploads/2026/08/284-184-S8b_minnanotoreca-10341552.webp,レックウザVMAX（UR）[{284/184} [S8b]],,https://dopa-game.jp/pokemon/dp/10341552,,,,10341552,28850,DOPA
{076/067} [S7D],ジュラルドンV(SA),SR,https://minnano-toreka.com/wp-content/uploads/2026/08/076-067-S7D_minnanotoreca-10346820.webp,ジュラルドンV(SA)（SR）[{076/067} [S7D]],,https://dopa-game.jp/pokemon/dp/10346820,,,,10346820,28851,DOPA
{214/S-P},いたずら好きのピチュー(未開封),P,https://minnano-toreka.com/wp-content/uploads/2026/08/214-S-P_minnanotoreca-10264199.webp,いたずら好きのピチュー(未開封)（P）[{214/S-P}],,https://dopa-game.jp/pokemon/dp/10264199,,,,10264199,28852,DOPA
023/022,インテレオンVMAX(SA),-,https://minnano-toreka.com/wp-content/uploads/2026/08/023-022_minnanotoreca-10339809.webp,インテレオンVMAX(SA)（-）[023/022],,https://dopa-game.jp/pokemon/dp/10339809,,,,10339809,28853,DOPA
{004/004} [その他],ピカチュウ,-,https://minnano-toreka.com/wp-content/uploads/2026/08/004-004_minnanotoreca-10345970.webp,ピカチュウ（-）[{004/004} [その他]],,https://dopa-game.jp/pokemon/dp/10345970,,,,10345970,28854,DOPA
{089/063} [M1L],メガアブソルex,SAR,https://minnano-toreka.com/wp-content/uploads/2026/08/089-063-M1L_minnanotoreca-10345891.webp,メガアブソルex（SAR）[{089/063} [M1L]],,https://dopa-game.jp/pokemon/dp/10345891,,,,10345891,28855,DOPA
246/172,カミツレのきらめき,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/246-172_minnanotoreca-10313336.webp,カミツレのきらめき（SR）[246/172],,https://dopa-game.jp/pokemon/dp/10313336,,,,10313336,28856,DOPA
236/172,カイ,SAR,https://minnano-toreka.com/wp-content/uploads/2026/08/236-172_minnanotoreca-10238530.webp,カイ（SAR）[236/172],,https://dopa-game.jp/pokemon/dp/10238530,,,,10238530,28857,DOPA
-,デッキシールド『(イッシュ)ぼうしをかぶったピカチュウ※』64枚入り,-,https://minnano-toreka.com/wp-content/uploads/2026/08/none_minnanotoreca-10282893.webp,デッキシールド『(イッシュ)ぼうしをかぶったピカチュウ※』64枚入り（-）[-],,https://dopa-game.jp/pokemon/dp/10282893,,,,10282893,28858,DOPA
104/095,ラティアス＆ラティオスGX,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/104-095_minnanotoreca-10240268.webp,ラティアス＆ラティオスGX（SR）[104/095],,https://dopa-game.jp/pokemon/dp/10240268,,,,10240268,28859,DOPA
-,デッキシールド『リーリエ＆ソルガレオ・ルナアーラ(ソルガレオ)』64枚入り,-,https://minnano-toreka.com/wp-content/uploads/2026/08/none_minnanotoreca-10279872.webp,デッキシールド『リーリエ＆ソルガレオ・ルナアーラ(ソルガレオ)』64枚入り（-）[-],,https://dopa-game.jp/pokemon/dp/10279872,,,,10279872,28860,DOPA
005/027,パルキア,R,https://minnano-toreka.com/wp-content/uploads/2026/08/005-027_minnanotoreca-10240256.webp,パルキア（R）[005/027],,https://dopa-game.jp/pokemon/dp/10240256,,,,10240256,28861,DOPA
-,デッキシールド『ヨコハマのピカチュウ』64枚入り,-,https://minnano-toreka.com/wp-content/uploads/2026/08/none_minnanotoreca-10285321.webp,デッキシールド『ヨコハマのピカチュウ』64枚入り（-）[-],,https://dopa-game.jp/pokemon/dp/10285321,,,,10285321,28862,DOPA
076/064,カメックス＆ポッチャマGX,HR,https://minnano-toreka.com/wp-content/uploads/2026/08/076-064_minnanotoreca-10240868.webp,カメックス＆ポッチャマGX（HR）[076/064],,https://dopa-game.jp/pokemon/dp/10240868,,,,10240868,28863,DOPA
069/049,ラフレシアGX,HR,https://minnano-toreka.com/wp-content/uploads/2026/08/069-049_minnanotoreca-10239755.webp,ラフレシアGX（HR）[069/049],,https://dopa-game.jp/pokemon/dp/10239755,,,,10239755,28864,DOPA
074/049,リーリエのピッピ人形,UR,https://minnano-toreka.com/wp-content/uploads/2026/08/074-049_minnanotoreca-10241007.webp,リーリエのピッピ人形（UR）[074/049],,https://dopa-game.jp/pokemon/dp/10241007,,,,10241007,28865,DOPA
{079/070},コルニの気合い,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/079-070_minnanotoreca-10348043.webp,コルニの気合い（SR）[{079/070}],,https://dopa-game.jp/pokemon/dp/10313303,,,,10313303,28866,DOPA
057/SV-P,ピカチュウ(台北オープン記念),P,https://minnano-toreka.com/wp-content/uploads/2026/08/057-SV-P_minnanotoreca-10332542.webp,ピカチュウ(台北オープン記念)（P）[057/SV-P],,https://dopa-game.jp/pokemon/dp/10332542,,,,10332542,28867,DOPA
{019/080} [XY],MギャラドスEX,RR,https://minnano-toreka.com/wp-content/uploads/2026/08/019-080-XY_minnanotoreca-10329873.webp,MギャラドスEX（RR）[{019/080} [XY]],,https://dopa-game.jp/pokemon/dp/10329873,,,,10329873,28868,DOPA
012/036,マナフィ,−,https://minnano-toreka.com/wp-content/uploads/2026/08/012-036_minnanotoreca-10284074.webp,マナフィ（−）[012/036],,https://dopa-game.jp/pokemon/dp/10284074,,,,10284074,28869,DOPA
032/171,サンダースEX,-,https://minnano-toreka.com/wp-content/uploads/2026/08/032-171_minnanotoreca-10338250.webp,サンダースEX（-）[032/171],,https://dopa-game.jp/pokemon/dp/10338250,,,,10338250,28870,DOPA
{101/069} [S6a],基本悪エネルギー,UR,https://minnano-toreka.com/wp-content/uploads/2026/08/101-069-S6a_minnanotoreca-10347126.webp,基本悪エネルギー（UR）[{101/069} [S6a]],,https://dopa-game.jp/pokemon/dp/10347126,,,,10347126,28871,DOPA
035/SV-P,(PSA10)パモ,P,https://minnano-toreka.com/wp-content/uploads/2026/08/035-SV-P_minnanotoreca-10347596.webp,(PSA10)パモ（P）[035/SV-P],,https://dopa-game.jp/pokemon/dp/10347596,,,,10347596,28872,DOPA
002/019,ゲンガーVMAX,-,https://minnano-toreka.com/wp-content/uploads/2026/08/002-019_minnanotoreca-10338209.webp,ゲンガーVMAX（-）[002/019],,https://dopa-game.jp/pokemon/dp/10338209,,,,10338209,28873,DOPA
195/190,フウロ,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/195-190_minnanotoreca-10239577.webp,フウロ（SR）[195/190],,https://dopa-game.jp/pokemon/dp/10239577,,,,10239577,28874,DOPA
217/172,グレイシアVSTAR,SAR,https://minnano-toreka.com/wp-content/uploads/2026/08/217-172_minnanotoreca-10238942.webp,グレイシアVSTAR（SAR）[217/172],,https://dopa-game.jp/pokemon/dp/10238942,,,,10238942,28875,DOPA
006/015,ピカチュウVMAX,-,https://minnano-toreka.com/wp-content/uploads/2026/08/006-015_minnanotoreca-10339820.webp,ピカチュウVMAX（-）[006/015],,https://dopa-game.jp/pokemon/dp/10339820,,,,10339820,28876,DOPA
{361/SM-P} [その他],セレビィ,P,https://minnano-toreka.com/wp-content/uploads/2026/08/361-SM-P_minnanotoreca-10345857.webp,セレビィ（P）[{361/SM-P} [その他]],,https://dopa-game.jp/pokemon/dp/10345857,,,,10345857,28877,DOPA
074/071,ゲンガー,CHR,https://minnano-toreka.com/wp-content/uploads/2026/08/074-071_minnanotoreca-10238939-1.webp,ゲンガー（CHR）[074/071],,https://dopa-game.jp/pokemon/dp/10238939,,,,10238939,28878,DOPA
-,『1パック』超次元の暴獣,-,https://minnano-toreka.com/wp-content/uploads/2026/08/none_minnanotoreca-10347575.webp,『1パック』超次元の暴獣（-）[-],,https://dopa-game.jp/pokemon/dp/10347575,,,,10347575,28879,DOPA
122/106,ピカチュウex,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/122-106_minnanotoreca-10313246.webp,ピカチュウex（SR）[122/106],,https://dopa-game.jp/pokemon/dp/10313246,,,,10313246,28880,DOPA
{095/094} [sm6],ゲッコウガGX,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/095-094-sm6_minnanotoreca-10341884.webp,ゲッコウガGX（SR）[{095/094} [sm6]],,https://dopa-game.jp/pokemon/dp/10341884,,,,10341884,28881,DOPA
{049/087} [CP6],ミュウツー,R,https://minnano-toreka.com/wp-content/uploads/2026/08/049-087-CP6_minnanotoreca-10345854.webp,ミュウツー（R）[{049/087} [CP6]],,https://dopa-game.jp/pokemon/dp/10345854,,,,10345854,28882,DOPA
073/072,エンテイGX,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/073-072_minnanotoreca-10338199.webp,エンテイGX（SR）[073/072],,https://dopa-game.jp/pokemon/dp/10338199,,,,10338199,28883,DOPA
211/172,リザードンV,SAR,https://minnano-toreka.com/wp-content/uploads/2026/08/211-172_minnanotoreca-10330075.webp,リザードンV（SAR）[211/172],,https://dopa-game.jp/pokemon/dp/10330075,,,,10330075,28884,DOPA
185/165,リザードンex,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/185-165_minnanotoreca-10240018.webp,リザードンex（SR）[185/165],,https://dopa-game.jp/pokemon/dp/10240018,,,,10240018,28885,DOPA
093/071,パオジアンex,SAR,https://minnano-toreka.com/wp-content/uploads/2026/08/093-071_minnanotoreca-10327013.webp,パオジアンex（SAR）[093/071],,https://dopa-game.jp/pokemon/dp/10327013,,,,10327013,28886,DOPA
{079/165} [SV2a],ヤドン(マスターボールミラー),C,https://minnano-toreka.com/wp-content/uploads/2026/08/079-165-SV2a_minnanotoreca-10341397.webp,ヤドン(マスターボールミラー)（C）[{079/165} [SV2a]],,https://dopa-game.jp/pokemon/dp/10341397,,,,10341397,28887,DOPA
{248/150} [sm8b],ルナアーラGX,UR,https://minnano-toreka.com/wp-content/uploads/2026/08/248-150-sm8b_minnanotoreca-10341551.webp,ルナアーラGX（UR）[{248/150} [sm8b]],,https://dopa-game.jp/pokemon/dp/10341551,,,,10341551,28888,DOPA
075 / 070,いちげきウーラオスV,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/075-070_minnanotoreca-10338164.webp,いちげきウーラオスV（SR）[075 / 070],,https://dopa-game.jp/pokemon/dp/10338164,,,,10338164,28889,DOPA
-,デッキビルドBOX『黒炎の支配者』【未開封BOX】,BOX,https://minnano-toreka.com/wp-content/uploads/2026/08/none_minnanotoreca-10347071.webp,デッキビルドBOX『黒炎の支配者』【未開封BOX】（BOX）[-],,https://dopa-game.jp/pokemon/dp/10347071,,,,10347071,28890,DOPA
073/064,ローラースケーター,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/073-064_minnanotoreca-10239596.webp,ローラースケーター（SR）[073/064],,https://dopa-game.jp/pokemon/dp/10239596,,,,10239596,28891,DOPA
066/060,ククイ博士,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/066-060_minnanotoreca-10332191.webp,ククイ博士（SR）[066/060],,https://dopa-game.jp/pokemon/dp/10332191,,,,10332191,28892,DOPA
131/100,Nのゾロアークex,UR,https://minnano-toreka.com/wp-content/uploads/2026/08/131-100_minnanotoreca-10317136.webp,Nのゾロアークex（UR）[131/100],,https://dopa-game.jp/pokemon/dp/10317136,,,,10317136,28893,DOPA
201/150,イーブイ,S,https://minnano-toreka.com/wp-content/uploads/2026/08/201-150_minnanotoreca-10313370.webp,イーブイ（S）[201/150],,https://dopa-game.jp/pokemon/dp/10313370,,,,10313370,28894,DOPA
{263/XY-P} [XY],MヤドランEX,RR,https://minnano-toreka.com/wp-content/uploads/2026/08/263-XY-P-XY_minnanotoreca-10329883.webp,MヤドランEX（RR）[{263/XY-P} [XY]],,https://dopa-game.jp/pokemon/dp/10329883,,,,10329883,28895,DOPA
183/172,ミュウ,AR,https://minnano-toreka.com/wp-content/uploads/2026/08/183-172_minnanotoreca-10239683.webp,ミュウ（AR）[183/172],,https://dopa-game.jp/pokemon/dp/10239683,,,,10239683,28896,DOPA
-,デッキシールド『WCS2022ロンドン(選手限定)※』65枚入り,-,https://minnano-toreka.com/wp-content/uploads/2026/08/none_minnanotoreca-10282891.webp,デッキシールド『WCS2022ロンドン(選手限定)※』65枚入り（-）[-],,https://dopa-game.jp/pokemon/dp/10282891,,,,10282891,28897,DOPA
-,デッキシールド『MI』62枚入り,-,https://minnano-toreka.com/wp-content/uploads/2026/08/none_minnanotoreca-10282889.webp,デッキシールド『MI』62枚入り（-）[-],,https://dopa-game.jp/pokemon/dp/10282889,,,,10282889,28898,DOPA
094/071,イキリンコex,SAR,https://minnano-toreka.com/wp-content/uploads/2026/08/094-071_minnanotoreca-10239729.webp,イキリンコex（SAR）[094/071],,https://dopa-game.jp/pokemon/dp/10239729,,,,10239729,28899,DOPA
{109/100} [s4],サイトウ,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/109-100-s4_minnanotoreca-10346842.webp,サイトウ（SR）[{109/100} [s4]],,https://dopa-game.jp/pokemon/dp/10346842,,,,10346842,28900,DOPA
215/172,スイクンV,SAR,https://minnano-toreka.com/wp-content/uploads/2026/08/215-172_minnanotoreca-10306579.webp,スイクンV（SAR）[215/172],,https://dopa-game.jp/pokemon/dp/10306579,,,,10306579,28901,DOPA
{245/XY-P} [XY],ガブリアスEX(カメックスメガバトル),P,https://minnano-toreka.com/wp-content/uploads/2026/08/245-XY-P-XY_minnanotoreca-10345920.webp,ガブリアスEX(カメックスメガバトル)（P）[{245/XY-P} [XY]],,https://dopa-game.jp/pokemon/dp/10345920,,,,10345920,28902,DOPA
-,デッキシールド『かいじゅうマニア』64枚入り,-,https://minnano-toreka.com/wp-content/uploads/2026/08/none_minnanotoreca-10292120.webp,デッキシールド『かいじゅうマニア』64枚入り（-）[-],,https://dopa-game.jp/pokemon/dp/10292120,,,,10292120,28903,DOPA
-,デッキシールド『ゲンガーdeヒヤリ！？』64枚入り,-,https://minnano-toreka.com/wp-content/uploads/2026/08/none_minnanotoreca-10344621.webp,デッキシールド『ゲンガーdeヒヤリ！？』64枚入り（-）[-],,https://dopa-game.jp/pokemon/dp/10344621,,,,10344621,28904,DOPA
{235/BW-P} [その他],イーブイ,P,https://minnano-toreka.com/wp-content/uploads/2026/08/235-BW-P_minnanotoreca-10345925.webp,イーブイ（P）[{235/BW-P} [その他]],,https://dopa-game.jp/pokemon/dp/10345925,,,,10345925,28905,DOPA
{218/187},トドロクツキex,SAR,https://minnano-toreka.com/wp-content/uploads/2026/08/218-187_minnanotoreca-10330071.webp,トドロクツキex（SAR）[{218/187}],,https://dopa-game.jp/pokemon/dp/10330071,,,,10330071,28906,DOPA
106/094,グリーンの戦略,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/106-094_minnanotoreca-10241019.webp,グリーンの戦略（SR）[106/094],,https://dopa-game.jp/pokemon/dp/10241019,,,,10241019,28907,DOPA
066/095,イーブイ＆カビゴンGX,RR,https://minnano-toreka.com/wp-content/uploads/2026/08/066-095_minnanotoreca-10329971.webp,イーブイ＆カビゴンGX（RR）[066/095],,https://dopa-game.jp/pokemon/dp/10329971,,,,10329971,28908,DOPA
{096/095} [sm9],セレビィ＆フシギバナGX,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/096-095-sm9_minnanotoreca-10345902.webp,セレビィ＆フシギバナGX（SR）[{096/095} [sm9]],,https://dopa-game.jp/pokemon/dp/10345902,,,,10345902,28909,DOPA
{048/XY-P},マフォクシーEX,P,https://minnano-toreka.com/wp-content/uploads/2026/08/048-XY-P_minnanotoreca-10260870.webp,マフォクシーEX（P）[{048/XY-P}],,https://dopa-game.jp/pokemon/dp/10260870,,,,10260870,28910,DOPA
108/SM-P,ピカチュウ,P,https://minnano-toreka.com/wp-content/uploads/2026/08/108-SM-P_minnanotoreca-10339818.webp,ピカチュウ（P）[108/SM-P],,https://dopa-game.jp/pokemon/dp/10339818,,,,10339818,28911,DOPA
{016/036} [CP5],ミュウ,-,https://minnano-toreka.com/wp-content/uploads/2026/08/016-036-CP5_minnanotoreca-10345926.webp,ミュウ（-）[{016/036} [CP5]],,https://dopa-game.jp/pokemon/dp/10345926,,,,10345926,28912,DOPA
210/172,リーフィアVSTAR,SAR,https://minnano-toreka.com/wp-content/uploads/2026/08/210-172_minnanotoreca-10239478.webp,リーフィアVSTAR（SAR）[210/172],,https://dopa-game.jp/pokemon/dp/10239478,,,,10239478,28913,DOPA
011/025,マグマ団のグラードン/25th,-,https://minnano-toreka.com/wp-content/uploads/2026/08/011-025_minnanotoreca-10341059.webp,マグマ団のグラードン/25th（-）[011/025],,https://dopa-game.jp/pokemon/dp/10341059,,,,10341059,28914,DOPA
-,exスペシャルセット【未開封BOX】,BOX,https://minnano-toreka.com/wp-content/uploads/2026/08/none_minnanotoreca-10338153.webp,exスペシャルセット【未開封BOX】（BOX）[-],,https://dopa-game.jp/pokemon/dp/10338153,,,,10338153,28915,DOPA
{073/066} [SV5a],(PSA10)エレザード,AR,https://minnano-toreka.com/wp-content/uploads/2026/08/073-066-SV5a_minnanotoreca-10347586.webp,(PSA10)エレザード（AR）[{073/066} [SV5a]],,https://dopa-game.jp/pokemon/dp/10347586,,,,10347586,28916,DOPA
{031/095} [sm9],ピカチュウ＆ゼクロムGX,RR,https://minnano-toreka.com/wp-content/uploads/2026/08/031-095-sm9_minnanotoreca-10345887.webp,ピカチュウ＆ゼクロムGX（RR）[{031/095} [sm9]],,https://dopa-game.jp/pokemon/dp/10345887,,,,10345887,28917,DOPA
075/067,レックウザV,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/075-067_minnanotoreca-10239467.webp,レックウザV（SR）[075/067],,https://dopa-game.jp/pokemon/dp/10239467,,,,10239467,28918,DOPA
133/165,イーブイ(マスターボールミラー),C,https://minnano-toreka.com/wp-content/uploads/2026/08/133-165_minnanotoreca-10346746.webp,イーブイ(マスターボールミラー)（C）[133/165],,https://dopa-game.jp/pokemon/dp/10346746,,,,10346746,28919,DOPA
062/055,アンズ,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/062-055_minnanotoreca-10338158.webp,アンズ（SR）[062/055],,https://dopa-game.jp/pokemon/dp/10338158,,,,10338158,28920,DOPA
025/024,ヨシダ警部補,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/025-024_minnanotoreca-10332205.webp,ヨシダ警部補（SR）[025/024],,https://dopa-game.jp/pokemon/dp/10332205,,,,10332205,28921,DOPA
173/165,ピカチュウ,AR,https://minnano-toreka.com/wp-content/uploads/2026/08/173-165_minnanotoreca-10238932.webp,ピカチュウ（AR）[173/165],,https://dopa-game.jp/pokemon/dp/10238932,,,,10238932,28922,DOPA
{096/070} [S5a],基本闘エネルギー,UR,https://minnano-toreka.com/wp-content/uploads/2026/08/096-070-S5a_minnanotoreca-10344193.webp,基本闘エネルギー（UR）[{096/070} [S5a]],,https://dopa-game.jp/pokemon/dp/10344193,,,,10344193,28923,DOPA
