型番,カード名,レアリティ,画像URL,画像タイトル,参照価格,元URL,カテゴリ,デフォルト動画,デフォルトバッジ,dopaID,wp_id,source
OP04-039,レベッカ(パラレル/illust:Studio Vigor Co.Ltd),L,https://minnano-toreka.com/wp-content/uploads/2026/08/OP04-039_minnanotoreca-10238722-1.webp,レベッカ(パラレル/illust:Studio Vigor Co.Ltd)（L）[OP04-039],,https://dopa-game.jp/one-piece/dp/10238722,,,,10238722,30650,DOPA(ワンピ)
OP01-002,トラファルガー・ロー(パラレル/漫画絵),L,https://minnano-toreka.com/wp-content/uploads/2026/08/OP01-002_minnanotoreca-10238723-1.webp,トラファルガー・ロー(パラレル/漫画絵)（L）[OP01-002],,https://dopa-game.jp/one-piece/dp/10238723,,,,10238723,30651,DOPA(ワンピ)
OP04-044,カイドウ,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/OP04-044_minnanotoreca-10238941-1.webp,カイドウ（SR）[OP04-044],,https://dopa-game.jp/one-piece/dp/10238941,,,,10238941,30652,DOPA(ワンピ)
OP01-078,ボア・ハンコック,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/OP01-078_minnanotoreca-10239039.webp,ボア・ハンコック（SR）[OP01-078],,https://dopa-game.jp/one-piece/dp/10239039,,,,10239039,30653,DOPA(ワンピ)
OP02-120,ウタ,SEC,https://minnano-toreka.com/wp-content/uploads/2026/08/OP02-120_minnanotoreca-10239042.webp,ウタ（SEC）[OP02-120],,https://dopa-game.jp/one-piece/dp/10239042,,,,10239042,30654,DOPA(ワンピ)
OP06-118,ロロノア・ゾロ,SEC,https://minnano-toreka.com/wp-content/uploads/2026/08/OP06-118_minnanotoreca-10239521.webp,ロロノア・ゾロ（SEC）[OP06-118],,https://dopa-game.jp/one-piece/dp/10239521,,,,10239521,30655,DOPA(ワンピ)
OP01-001,ロロノア・ゾロ,L,https://minnano-toreka.com/wp-content/uploads/2026/08/OP01-001_minnanotoreca-10239548.webp,ロロノア・ゾロ（L）[OP01-001],,https://dopa-game.jp/one-piece/dp/10239548,,,,10239548,30656,DOPA(ワンピ)
OP02-120,ウタ(パラレル/和柄/illust:S-KINOKO),SEC,https://minnano-toreka.com/wp-content/uploads/2026/08/OP02-120_minnanotoreca-10239551.webp,ウタ(パラレル/和柄/illust:S-KINOKO)（SEC）[OP02-120],,https://dopa-game.jp/one-piece/dp/10239551,,,,10239551,30657,DOPA(ワンピ)
OP01-006,お玉,UC,https://minnano-toreka.com/wp-content/uploads/2026/08/OP01-006_minnanotoreca-10239587.webp,お玉（UC）[OP01-006],,https://dopa-game.jp/one-piece/dp/10239587,,,,10239587,30658,DOPA(ワンピ)
OP01-077,ペローナ,UC,https://minnano-toreka.com/wp-content/uploads/2026/08/OP01-077_minnanotoreca-10239588.webp,ペローナ（UC）[OP01-077],,https://dopa-game.jp/one-piece/dp/10239588,,,,10239588,30659,DOPA(ワンピ)
OP05-091,レベッカ,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/OP05-091_minnanotoreca-10239593.webp,レベッカ（SR）[OP05-091],,https://dopa-game.jp/one-piece/dp/10239593,,,,10239593,30660,DOPA(ワンピ)
OP04-001,ネフェルタリ・ビビ,L,https://minnano-toreka.com/wp-content/uploads/2026/08/OP04-001_minnanotoreca-10239607.webp,ネフェルタリ・ビビ（L）[OP04-001],,https://dopa-game.jp/one-piece/dp/10239607,,,,10239607,30661,DOPA(ワンピ)
OP01-003,モンキー・D・ルフィ(パラレル/漫画絵),L,https://minnano-toreka.com/wp-content/uploads/2026/08/OP01-003_minnanotoreca-10239615.webp,モンキー・D・ルフィ(パラレル/漫画絵)（L）[OP01-003],,https://dopa-game.jp/one-piece/dp/10239615,,,,10239615,30662,DOPA(ワンピ)
OP01-121,ヤマト,SEC,https://minnano-toreka.com/wp-content/uploads/2026/08/OP01-121_minnanotoreca-10239616.webp,ヤマト（SEC）[OP01-121],,https://dopa-game.jp/one-piece/dp/10239616,,,,10239616,30663,DOPA(ワンピ)
OP02-013,ポートガス・D・エース,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/OP02-013_minnanotoreca-10239619.webp,ポートガス・D・エース（SR）[OP02-013],,https://dopa-game.jp/one-piece/dp/10239619,,,,10239619,30664,DOPA(ワンピ)
OP03-123,シャーロット・カタクリ,SEC,https://minnano-toreka.com/wp-content/uploads/2026/08/OP03-123_minnanotoreca-10239624.webp,シャーロット・カタクリ（SEC）[OP03-123],,https://dopa-game.jp/one-piece/dp/10239624,,,,10239624,30665,DOPA(ワンピ)
OP06-022,ヤマト,L,https://minnano-toreka.com/wp-content/uploads/2026/08/OP06-022_minnanotoreca-10239626.webp,ヤマト（L）[OP06-022],,https://dopa-game.jp/one-piece/dp/10239626,,,,10239626,30666,DOPA(ワンピ)
ST01-007,ナミ,C,https://minnano-toreka.com/wp-content/uploads/2026/08/ST01-007_minnanotoreca-10239627.webp,ナミ（C）[ST01-007],,https://dopa-game.jp/one-piece/dp/10239627,,,,10239627,30667,DOPA(ワンピ)
OP04-019,ドンキホーテ・ドフラミンゴ,L,https://minnano-toreka.com/wp-content/uploads/2026/08/OP04-019_minnanotoreca-10239662.webp,ドンキホーテ・ドフラミンゴ（L）[OP04-019],,https://dopa-game.jp/one-piece/dp/10239662,,,,10239662,30668,DOPA(ワンピ)
OP03-001,ポートガス・D・エース,L,https://minnano-toreka.com/wp-content/uploads/2026/08/OP03-001_minnanotoreca-10239663.webp,ポートガス・D・エース（L）[OP03-001],,https://dopa-game.jp/one-piece/dp/10239663,,,,10239663,30669,DOPA(ワンピ)
OP06-104,菊之丞,R,https://minnano-toreka.com/wp-content/uploads/2026/08/OP06-104_minnanotoreca-10239668.webp,菊之丞（R）[OP06-104],,https://dopa-game.jp/one-piece/dp/10239668,,,,10239668,30670,DOPA(ワンピ)
ST05-004,ウタ,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/ST05-004_minnanotoreca-10239670.webp,ウタ（SR）[ST05-004],,https://dopa-game.jp/one-piece/dp/10239670,,,,10239670,30671,DOPA(ワンピ)
ST06-008,ヒナ,C,https://minnano-toreka.com/wp-content/uploads/2026/08/ST06-008_minnanotoreca-10239672.webp,ヒナ（C）[ST06-008],,https://dopa-game.jp/one-piece/dp/10239672,,,,10239672,30672,DOPA(ワンピ)
ST11-002,ウタ,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/ST11-002_minnanotoreca-10239673.webp,ウタ（SR）[ST11-002],,https://dopa-game.jp/one-piece/dp/10239673,,,,10239673,30673,DOPA(ワンピ)
OP06-086,ゲッコー・モリア,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/OP06-086_minnanotoreca-10239675.webp,ゲッコー・モリア（SR）[OP06-086],,https://dopa-game.jp/one-piece/dp/10239675,,,,10239675,30674,DOPA(ワンピ)
OP06-107,光月モモの助,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/OP06-107_minnanotoreca-10239677.webp,光月モモの助（SR）[OP06-107],,https://dopa-game.jp/one-piece/dp/10239677,,,,10239677,30675,DOPA(ワンピ)
OP06-107,光月モモの助,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/OP06-107_minnanotoreca-10239679.webp,光月モモの助（SR）[OP06-107],,https://dopa-game.jp/one-piece/dp/10239679,,,,10239679,30676,DOPA(ワンピ)
P-058,風のゆくえ,P,https://minnano-toreka.com/wp-content/uploads/2026/08/P-058_minnanotoreca-10239779.webp,風のゆくえ（P）[P-058],,https://dopa-game.jp/one-piece/dp/10239779,,,,10239779,30677,DOPA(ワンピ)
P-031,ウタ,P,https://minnano-toreka.com/wp-content/uploads/2026/08/P-031_minnanotoreca-10239780.webp,ウタ（P）[P-031],,https://dopa-game.jp/one-piece/dp/10239780,,,,10239780,30678,DOPA(ワンピ)
OP05-088,マンシェリー,R★,https://minnano-toreka.com/wp-content/uploads/2026/08/OP05-088_minnanotoreca-10239781.webp,マンシェリー（R★）[OP05-088],,https://dopa-game.jp/one-piece/dp/10239781,,,,10239781,30679,DOPA(ワンピ)
OP05-034,ベビー5,R,https://minnano-toreka.com/wp-content/uploads/2026/08/OP05-034_minnanotoreca-10239782.webp,ベビー5（R）[OP05-034],,https://dopa-game.jp/one-piece/dp/10239782,,,,10239782,30680,DOPA(ワンピ)
OP01-102,ジャック,R,https://minnano-toreka.com/wp-content/uploads/2026/08/OP01-102_minnanotoreca-10239783.webp,ジャック（R）[OP01-102],,https://dopa-game.jp/one-piece/dp/10239783,,,,10239783,30681,DOPA(ワンピ)
OP05-067,ゾロ十郎,R,https://minnano-toreka.com/wp-content/uploads/2026/08/OP05-067_minnanotoreca-10239784.webp,ゾロ十郎（R）[OP05-067],,https://dopa-game.jp/one-piece/dp/10239784,,,,10239784,30682,DOPA(ワンピ)
OP01-016,ナミ,R,https://minnano-toreka.com/wp-content/uploads/2026/08/OP01-016_minnanotoreca-10239785.webp,ナミ（R）[OP01-016],,https://dopa-game.jp/one-piece/dp/10239785,,,,10239785,30683,DOPA(ワンピ)
OP02-018,マルコ,R,https://minnano-toreka.com/wp-content/uploads/2026/08/OP02-018_minnanotoreca-10239786.webp,マルコ（R）[OP02-018],,https://dopa-game.jp/one-piece/dp/10239786,,,,10239786,30684,DOPA(ワンピ)
ST03-008,(未開封)トラファルガー・ロー,C,https://minnano-toreka.com/wp-content/uploads/2026/08/ST03-008_minnanotoreca-10239787.webp,(未開封)トラファルガー・ロー（C）[ST03-008],,https://dopa-game.jp/one-piece/dp/10239787,,,,10239787,30685,DOPA(ワンピ)
P-001,(未開封)モンキー・D・ルフィ,P,https://minnano-toreka.com/wp-content/uploads/2026/08/P-001_minnanotoreca-10239788.webp,(未開封)モンキー・D・ルフィ（P）[P-001],,https://dopa-game.jp/one-piece/dp/10239788,,,,10239788,30686,DOPA(ワンピ)
P-041,(未開封)モンキー・D・ルフィ,P,https://minnano-toreka.com/wp-content/uploads/2026/08/P-041_minnanotoreca-10239789.webp,(未開封)モンキー・D・ルフィ（P）[P-041],,https://dopa-game.jp/one-piece/dp/10239789,,,,10239789,30687,DOPA(ワンピ)
OP03-008,バギー,UC,https://minnano-toreka.com/wp-content/uploads/2026/08/OP03-008_minnanotoreca-10239790.webp,バギー（UC）[OP03-008],,https://dopa-game.jp/one-piece/dp/10239790,,,,10239790,30688,DOPA(ワンピ)
ST01-001,(未開封/金文字)モンキー・D・ルフィ,L,https://minnano-toreka.com/wp-content/uploads/2026/08/ST01-001_minnanotoreca-10239791.webp,(未開封/金文字)モンキー・D・ルフィ（L）[ST01-001],,https://dopa-game.jp/one-piece/dp/10239791,,,,10239791,30689,DOPA(ワンピ)
OP03-009,シャーロット・カタクリ,L,https://minnano-toreka.com/wp-content/uploads/2026/08/OP03-009_minnanotoreca-10239792.webp,シャーロット・カタクリ（L）[OP03-009],,https://dopa-game.jp/one-piece/dp/10239792,,,,10239792,30690,DOPA(ワンピ)
OP06-086,ゲッコー・モリア,SR★,https://minnano-toreka.com/wp-content/uploads/2026/08/OP06-086_minnanotoreca-10239793.webp,ゲッコー・モリア（SR★）[OP06-086],,https://dopa-game.jp/one-piece/dp/10239793,,,,10239793,30691,DOPA(ワンピ)
ST04-005,クイーン,C,https://minnano-toreka.com/wp-content/uploads/2026/08/ST04-005_minnanotoreca-10239794.webp,クイーン（C）[ST04-005],,https://dopa-game.jp/one-piece/dp/10239794,,,,10239794,30692,DOPA(ワンピ)
OP02-085,マゼラン,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/OP02-085_minnanotoreca-10239795.webp,マゼラン（SR）[OP02-085],,https://dopa-game.jp/one-piece/dp/10239795,,,,10239795,30693,DOPA(ワンピ)
OP03-013,マルコ,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/OP03-013_minnanotoreca-10239796.webp,マルコ（SR）[OP03-013],,https://dopa-game.jp/one-piece/dp/10239796,,,,10239796,30694,DOPA(ワンピ)
OP05-093,ロブ・ルッチ,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/OP05-093_minnanotoreca-10239797.webp,ロブ・ルッチ（SR）[OP05-093],,https://dopa-game.jp/one-piece/dp/10239797,,,,10239797,30695,DOPA(ワンピ)
ST10-010,トラファルガー・ロー,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/ST10-010_minnanotoreca-10239798.webp,トラファルガー・ロー（SR）[ST10-010],,https://dopa-game.jp/one-piece/dp/10239798,,,,10239798,30696,DOPA(ワンピ)
P-057,ウタカタララバイ,P,https://minnano-toreka.com/wp-content/uploads/2026/08/P-057_minnanotoreca-10239799.webp,ウタカタララバイ（P）[P-057],,https://dopa-game.jp/one-piece/dp/10239799,,,,10239799,30697,DOPA(ワンピ)
OP05-022,ドンキホーテ・ロシナンテ,L,https://minnano-toreka.com/wp-content/uploads/2026/08/OP05-022_minnanotoreca-10239800.webp,ドンキホーテ・ロシナンテ（L）[OP05-022],,https://dopa-game.jp/one-piece/dp/10239800,,,,10239800,30698,DOPA(ワンピ)
OP01-062,クロコダイル,L,https://minnano-toreka.com/wp-content/uploads/2026/08/OP01-062_minnanotoreca-10239801.webp,クロコダイル（L）[OP01-062],,https://dopa-game.jp/one-piece/dp/10239801,,,,10239801,30699,DOPA(ワンピ)
OP06-042,ヴィンスモーク・レイジュ(パラレル/illust:NIJIMAARC),L,https://minnano-toreka.com/wp-content/uploads/2026/08/OP06-042_minnanotoreca-10239802.webp,ヴィンスモーク・レイジュ(パラレル/illust:NIJIMAARC)（L）[OP06-042],,https://dopa-game.jp/one-piece/dp/10239802,,,,10239802,30700,DOPA(ワンピ)
-,ドン!!カード,-,https://minnano-toreka.com/wp-content/uploads/2026/08/none_minnanotoreca-10239803.webp,ドン!!カード（-）[-],,https://dopa-game.jp/one-piece/dp/10239803,,,,10239803,30701,DOPA(ワンピ)
-,ドン!!カード,-,https://minnano-toreka.com/wp-content/uploads/2026/08/none_minnanotoreca-10239804.webp,ドン!!カード（-）[-],,https://dopa-game.jp/one-piece/dp/10239804,,,,10239804,30702,DOPA(ワンピ)
OP02-002,モンキー・D・ガープ,L,https://minnano-toreka.com/wp-content/uploads/2026/08/OP02-002_minnanotoreca-10239843.webp,モンキー・D・ガープ（L）[OP02-002],,https://dopa-game.jp/one-piece/dp/10239843,,,,10239843,30703,DOPA(ワンピ)
P-003,ユースタス・キッド,P,https://minnano-toreka.com/wp-content/uploads/2026/08/P-003_minnanotoreca-10239845.webp,ユースタス・キッド（P）[P-003],,https://dopa-game.jp/one-piece/dp/10239845,,,,10239845,30704,DOPA(ワンピ)
P-043,モンキー・D・ルフィ,P,https://minnano-toreka.com/wp-content/uploads/2026/08/P-043_minnanotoreca-10239899.webp,モンキー・D・ルフィ（P）[P-043],,https://dopa-game.jp/one-piece/dp/10239899,,,,10239899,30705,DOPA(ワンピ)
ST13-016,ヤマト,C,https://minnano-toreka.com/wp-content/uploads/2026/08/ST13-016_minnanotoreca-10239910.webp,ヤマト（C）[ST13-016],,https://dopa-game.jp/one-piece/dp/10239910,,,,10239910,30706,DOPA(ワンピ)
ST13-015,モンキー・D・ルフィ,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/ST13-015_minnanotoreca-10239911.webp,モンキー・D・ルフィ（SR）[ST13-015],,https://dopa-game.jp/one-piece/dp/10239911,,,,10239911,30707,DOPA(ワンピ)
ST13-014,モンキー・D・ルフィ,C★,https://minnano-toreka.com/wp-content/uploads/2026/08/ST13-014_minnanotoreca-10239912.webp,モンキー・D・ルフィ（C★）[ST13-014],,https://dopa-game.jp/one-piece/dp/10239912,,,,10239912,30708,DOPA(ワンピ)
ST13-012,マキノ,C,https://minnano-toreka.com/wp-content/uploads/2026/08/ST13-012_minnanotoreca-10239914.webp,マキノ（C）[ST13-012],,https://dopa-game.jp/one-piece/dp/10239914,,,,10239914,30709,DOPA(ワンピ)
ST13-011,ポートガス・D・エース,SR★,https://minnano-toreka.com/wp-content/uploads/2026/08/ST13-011_minnanotoreca-10239915.webp,ポートガス・D・エース（SR★）[ST13-011],,https://dopa-game.jp/one-piece/dp/10239915,,,,10239915,30710,DOPA(ワンピ)
ST13-009,シャンクス,C,https://minnano-toreka.com/wp-content/uploads/2026/08/ST13-009_minnanotoreca-10239917.webp,シャンクス（C）[ST13-009],,https://dopa-game.jp/one-piece/dp/10239917,,,,10239917,30711,DOPA(ワンピ)
ST13-004,エドワード・ニューゲート,C,https://minnano-toreka.com/wp-content/uploads/2026/08/ST13-004_minnanotoreca-10239918.webp,エドワード・ニューゲート（C）[ST13-004],,https://dopa-game.jp/one-piece/dp/10239918,,,,10239918,30712,DOPA(ワンピ)
ST13-005,エンポリオ・イワンコフ,R,https://minnano-toreka.com/wp-content/uploads/2026/08/ST13-005_minnanotoreca-10239919.webp,エンポリオ・イワンコフ（R）[ST13-005],,https://dopa-game.jp/one-piece/dp/10239919,,,,10239919,30713,DOPA(ワンピ)
-,ドン!!カード(ピンク/チョッパー),-,https://minnano-toreka.com/wp-content/uploads/2026/08/none_minnanotoreca-10239920.webp,ドン!!カード(ピンク/チョッパー)（-）[-],,https://dopa-game.jp/one-piece/dp/10239920,,,,10239920,30714,DOPA(ワンピ)
-,ドン!!カード,-,https://minnano-toreka.com/wp-content/uploads/2026/08/none_minnanotoreca-10239921.webp,ドン!!カード（-）[-],,https://dopa-game.jp/one-piece/dp/10239921,,,,10239921,30715,DOPA(ワンピ)
-,ドン!!カード,-,https://minnano-toreka.com/wp-content/uploads/2026/08/none_minnanotoreca-10239922.webp,ドン!!カード（-）[-],,https://dopa-game.jp/one-piece/dp/10239922,,,,10239922,30716,DOPA(ワンピ)
-,ドン!!カード,-,https://minnano-toreka.com/wp-content/uploads/2026/08/none_minnanotoreca-10239923.webp,ドン!!カード（-）[-],,https://dopa-game.jp/one-piece/dp/10239923,,,,10239923,30717,DOPA(ワンピ)
-,ドン!!カード,-,https://minnano-toreka.com/wp-content/uploads/2026/08/none_minnanotoreca-10239924.webp,ドン!!カード（-）[-],,https://dopa-game.jp/one-piece/dp/10239924,,,,10239924,30718,DOPA(ワンピ)
-,ドン!!カード,-,https://minnano-toreka.com/wp-content/uploads/2026/08/none_minnanotoreca-10239925.webp,ドン!!カード（-）[-],,https://dopa-game.jp/one-piece/dp/10239925,,,,10239925,30719,DOPA(ワンピ)
OP06-118,ロロノア・ゾロ(パラレル/漫画背景/漫画絵),SEC,https://minnano-toreka.com/wp-content/uploads/2026/08/OP06-118_minnanotoreca-10239962.webp,ロロノア・ゾロ(パラレル/漫画背景/漫画絵)（SEC）[OP06-118],,https://dopa-game.jp/one-piece/dp/10239962,,,,10239962,30720,DOPA(ワンピ)
OP02-013,ポートガス・D・エース(パラレル/漫画背景/漫画絵/左下ロゴ無),SR,https://minnano-toreka.com/wp-content/uploads/2026/08/OP02-013_minnanotoreca-10239968.webp,ポートガス・D・エース(パラレル/漫画背景/漫画絵/左下ロゴ無)（SR）[OP02-013],,https://dopa-game.jp/one-piece/dp/10239968,,,,10239968,30721,DOPA(ワンピ)
OP01-120,シャンクス,SEC,https://minnano-toreka.com/wp-content/uploads/2026/08/OP01-120_minnanotoreca-10239976.webp,シャンクス（SEC）[OP01-120],,https://dopa-game.jp/one-piece/dp/10239976,,,,10239976,30722,DOPA(ワンピ)
OP05-069,トラファルガー・ロー,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/OP05-069_minnanotoreca-10239977.webp,トラファルガー・ロー（SR）[OP05-069],,https://dopa-game.jp/one-piece/dp/10239977,,,,10239977,30723,DOPA(ワンピ)
OP06-101,おナミ,R★,https://minnano-toreka.com/wp-content/uploads/2026/08/OP06-101_minnanotoreca-10239978.webp,おナミ（R★）[OP06-101],,https://dopa-game.jp/one-piece/dp/10239978,,,,10239978,30724,DOPA(ワンピ)
P,モンキー・D・ルフィ,L,https://minnano-toreka.com/wp-content/uploads/2026/08/P_minnanotoreca-10239979.webp,モンキー・D・ルフィ（L）[P],,https://dopa-game.jp/one-piece/dp/10239979,,,,10239979,30725,DOPA(ワンピ)
OP05-041,サカズキ,L,https://minnano-toreka.com/wp-content/uploads/2026/08/OP05-041_minnanotoreca-10239980.webp,サカズキ（L）[OP05-041],,https://dopa-game.jp/one-piece/dp/10239980,,,,10239980,30726,DOPA(ワンピ)
OP06-080,ゲッコー・モリア,L,https://minnano-toreka.com/wp-content/uploads/2026/08/OP06-080_minnanotoreca-10239981.webp,ゲッコー・モリア（L）[OP06-080],,https://dopa-game.jp/one-piece/dp/10239981,,,,10239981,30727,DOPA(ワンピ)
OP01-061,カイドウ,L,https://minnano-toreka.com/wp-content/uploads/2026/08/OP01-061_minnanotoreca-10239982.webp,カイドウ（L）[OP01-061],,https://dopa-game.jp/one-piece/dp/10239982,,,,10239982,30728,DOPA(ワンピ)
OP03-121,雷霆,C,https://minnano-toreka.com/wp-content/uploads/2026/08/OP03-121_minnanotoreca-10239983.webp,雷霆（C）[OP03-121],,https://dopa-game.jp/one-piece/dp/10239983,,,,10239983,30729,DOPA(ワンピ)
ST04-016,熱息,C,https://minnano-toreka.com/wp-content/uploads/2026/08/ST04-016_minnanotoreca-10239984.webp,熱息（C）[ST04-016],,https://dopa-game.jp/one-piece/dp/10239984,,,,10239984,30730,DOPA(ワンピ)
OP04-066,ミス・バレンタイン ミキータ,R,https://minnano-toreka.com/wp-content/uploads/2026/08/OP04-066_minnanotoreca-10239985.webp,ミス・バレンタイン ミキータ（R）[OP04-066],,https://dopa-game.jp/one-piece/dp/10239985,,,,10239985,30731,DOPA(ワンピ)
OP04-039,レベッカ,L,https://minnano-toreka.com/wp-content/uploads/2026/08/OP04-039_minnanotoreca-10239986.webp,レベッカ（L）[OP04-039],,https://dopa-game.jp/one-piece/dp/10239986,,,,10239986,30732,DOPA(ワンピ)
OP06-001,ウタ,L,https://minnano-toreka.com/wp-content/uploads/2026/08/OP06-001_minnanotoreca-10239987.webp,ウタ（L）[OP06-001],,https://dopa-game.jp/one-piece/dp/10239987,,,,10239987,30733,DOPA(ワンピ)
ST13-003,モンキー・D・ルフィ,L,https://minnano-toreka.com/wp-content/uploads/2026/08/ST13-003_minnanotoreca-10239989.webp,モンキー・D・ルフィ（L）[ST13-003],,https://dopa-game.jp/one-piece/dp/10239989,,,,10239989,30734,DOPA(ワンピ)
OP06-021,ペローナ,L,https://minnano-toreka.com/wp-content/uploads/2026/08/OP06-021_minnanotoreca-10240010.webp,ペローナ（L）[OP06-021],,https://dopa-game.jp/one-piece/dp/10240010,,,,10240010,30735,DOPA(ワンピ)
ST13-001,サボ(カラー版),L,https://minnano-toreka.com/wp-content/uploads/2026/08/ST13-001_minnanotoreca-10240011.webp,サボ(カラー版)（L）[ST13-001],,https://dopa-game.jp/one-piece/dp/10240011,,,,10240011,30736,DOPA(ワンピ)
OP05-007,サボ,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/OP05-007_minnanotoreca-10240014.webp,サボ（SR）[OP05-007],,https://dopa-game.jp/one-piece/dp/10240014,,,,10240014,30737,DOPA(ワンピ)
OP06-022,ヤマト,L,https://minnano-toreka.com/wp-content/uploads/2026/08/OP06-022_minnanotoreca-10240016.webp,ヤマト（L）[OP06-022],,https://dopa-game.jp/one-piece/dp/10240016,,,,10240016,30738,DOPA(ワンピ)
P-011,ウタ,L,https://minnano-toreka.com/wp-content/uploads/2026/08/P-011_minnanotoreca-10240020.webp,ウタ（L）[P-011],,https://dopa-game.jp/one-piece/dp/10240020,,,,10240020,30739,DOPA(ワンピ)
ST10-002,モンキー・D・ルフィ,L,https://minnano-toreka.com/wp-content/uploads/2026/08/ST10-002_minnanotoreca-10240021.webp,モンキー・D・ルフィ（L）[ST10-002],,https://dopa-game.jp/one-piece/dp/10240021,,,,10240021,30740,DOPA(ワンピ)
OP01-005,ウタ,R,https://minnano-toreka.com/wp-content/uploads/2026/08/OP01-005_minnanotoreca-10240023.webp,ウタ（R）[OP01-005],,https://dopa-game.jp/one-piece/dp/10240023,,,,10240023,30741,DOPA(ワンピ)
ST13-008,サボ,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/ST13-008_minnanotoreca-10240025.webp,サボ（SR）[ST13-008],,https://dopa-game.jp/one-piece/dp/10240025,,,,10240025,30742,DOPA(ワンピ)
OP06-063,ヴィンスモーク・ソラ,UC,https://minnano-toreka.com/wp-content/uploads/2026/08/OP06-063_minnanotoreca-10240027.webp,ヴィンスモーク・ソラ（UC）[OP06-063],,https://dopa-game.jp/one-piece/dp/10240027,,,,10240027,30743,DOPA(ワンピ)
ST13-015,モンキー・D・ルフィ,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/ST13-015_minnanotoreca-10240028.webp,モンキー・D・ルフィ（SR）[ST13-015],,https://dopa-game.jp/one-piece/dp/10240028,,,,10240028,30744,DOPA(ワンピ)
P06-042,ヴィンスモーク・レイジュ,L,https://minnano-toreka.com/wp-content/uploads/2026/08/P06-042_minnanotoreca-10240030.webp,ヴィンスモーク・レイジュ（L）[P06-042],,https://dopa-game.jp/one-piece/dp/10240030,,,,10240030,30745,DOPA(ワンピ)
ST13-013,モンキー・D・ガープ,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/ST13-013_minnanotoreca-10240031.webp,モンキー・D・ガープ（SR）[ST13-013],,https://dopa-game.jp/one-piece/dp/10240031,,,,10240031,30746,DOPA(ワンピ)
OP05-006,コアラ,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/OP05-006_minnanotoreca-10240032.webp,コアラ（SR）[OP05-006],,https://dopa-game.jp/one-piece/dp/10240032,,,,10240032,30747,DOPA(ワンピ)
OP02-114,ボルサリーノ,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/OP02-114_minnanotoreca-10240033.webp,ボルサリーノ（SR）[OP02-114],,https://dopa-game.jp/one-piece/dp/10240033,,,,10240033,30748,DOPA(ワンピ)
OP06-119,サンジ,SEC,https://minnano-toreka.com/wp-content/uploads/2026/08/OP06-119_minnanotoreca-10240035.webp,サンジ（SEC）[OP06-119],,https://dopa-game.jp/one-piece/dp/10240035,,,,10240035,30749,DOPA(ワンピ)
OP01-005,ウタ,R,https://minnano-toreka.com/wp-content/uploads/2026/08/OP01-005_minnanotoreca-10240036.webp,ウタ（R）[OP01-005],,https://dopa-game.jp/one-piece/dp/10240036,,,,10240036,30750,DOPA(ワンピ)
OP01-094,カイドウ,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/OP01-094_minnanotoreca-10240089.webp,カイドウ（SR）[OP01-094],,https://dopa-game.jp/one-piece/dp/10240089,,,,10240089,30751,DOPA(ワンピ)
OP02-121,クザン,SEC,https://minnano-toreka.com/wp-content/uploads/2026/08/OP02-121_minnanotoreca-10240092.webp,クザン（SEC）[OP02-121],,https://dopa-game.jp/one-piece/dp/10240092,,,,10240092,30752,DOPA(ワンピ)
OP02-004,エドワード・ニューゲート,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/OP02-004_minnanotoreca-10240096.webp,エドワード・ニューゲート（SR）[OP02-004],,https://dopa-game.jp/one-piece/dp/10240096,,,,10240096,30753,DOPA(ワンピ)
ST01-006,トニートニー・チョッパー,C,https://minnano-toreka.com/wp-content/uploads/2026/08/ST01-006_minnanotoreca-10240101.webp,トニートニー・チョッパー（C）[ST01-006],,https://dopa-game.jp/one-piece/dp/10240101,,,,10240101,30754,DOPA(ワンピ)
ST13-011,ポートガス・D・エース,SR,https://minnano-toreka.com/wp-content/uploads/2026/08/ST13-011_minnanotoreca-10240103.webp,ポートガス・D・エース（SR）[ST13-011],,https://dopa-game.jp/one-piece/dp/10240103,,,,10240103,30755,DOPA(ワンピ)
