型番,カード名,レアリティ,画像URL,画像タイトル,元URL,source,src_admin_id
170/S-P,ゴリランダーV,,https://minnano-toreka.com/wp-content/uploads/2026/07/170-S-P_pcg-a1880.webp,ゴリランダーV[170/S-P],https://www.pokemon-card.com/assets/images/card_images/large/S-P/039212_P_GORIRANDAV.jpg,公式,1880
077/076,ザルードV,,https://minnano-toreka.com/wp-content/uploads/2026/07/077-076_pcg-a1876.webp,ザルードV[077/076],https://www.pokemon-card.com/assets/images/card_images/large/S3a/038599_P_ZARUDOV.jpg,公式,1876
206/172,ナエトル,,https://minnano-toreka.com/wp-content/uploads/2026/07/206-172_pcg-a1853.webp,ナエトル[206/172],https://www.pokemon-card.com/assets/images/card_images/large/S12a/042856_P_NAETORU.jpg,公式,1853
041/048,次元の谷,,https://minnano-toreka.com/wp-content/uploads/2026/07/041-048_pcg-a1846.webp,次元の谷[041/048],https://www.pokemon-card.com/assets/images/card_images/large/XY/037431_T_JIGENNOTANI.jpg,公式,1846
004/072,ひかるセレビィ,,https://minnano-toreka.com/wp-content/uploads/2026/07/004-072_pcg-a1843.webp,ひかるセレビィ[004/072],https://www.pokemon-card.com/assets/images/card_images/large/SM3p/034000_P_HIKARUSEREBII.jpg,公式,1843
182/BW-P,リーフィア,,https://minnano-toreka.com/wp-content/uploads/2026/07/182-BW-P_pcg-a1840.webp,リーフィア[182/BW-P],https://www.pokemon-card.com/assets/images/card_images/large/BWP/028506_P_RIFIA.jpg,公式,1840
002/087,"<span class=""pcg pcg-megamark""></span>フシギバナEX",,https://minnano-toreka.com/wp-content/uploads/2026/07/002-087_pcg-a1836.webp,"<span class=""pcg pcg-megamark""></span>フシギバナEX[002/087]",https://www.pokemon-card.com/assets/images/card_images/large/CP6/032208_P_MFUSHIGIBANAEX.jpg,公式,1836
005/092,ジュカイン,,https://minnano-toreka.com/wp-content/uploads/2026/07/005-092_crush-a1819.webp,ジュカイン[005/092],https://www.cardrush-pokemon.jp/product/46568,カードラッシュ,1819
004/087,トランセル,,https://minnano-toreka.com/wp-content/uploads/2026/07/004-087_pcg-a1802.webp,トランセル[004/087],https://www.pokemon-card.com/assets/images/card_images/large/CP6/032210_P_TORANSERU.jpg,公式,1802
003/020,ジャローダ,,https://minnano-toreka.com/wp-content/uploads/2026/07/003-020_pcg-a1782.webp,ジャローダ[003/020],https://www.pokemon-card.com/assets/images/card_images/large/SC/028618_P_JARODA.jpg,公式,1782
001/032,チコリータ,,https://minnano-toreka.com/wp-content/uploads/2026/07/001-032_pcg-a1780.webp,チコリータ[001/032],https://www.pokemon-card.com/assets/images/card_images/large/CP3/031601_P_CHIKORITA.jpg,公式,1780
076/DP-P,ドダイトス,,https://minnano-toreka.com/wp-content/uploads/2026/07/076-DP-P_crush-a1776.webp,ドダイトス[076/DP-P],https://www.cardrush-pokemon.jp/product/58575,カードラッシュ,1776
003/032,ヒトカゲ,,https://minnano-toreka.com/wp-content/uploads/2026/07/003-032_pcg-a1775.webp,ヒトカゲ[003/032],https://www.pokemon-card.com/assets/images/card_images/large/CP3/031603_P_HITOKAGE.jpg,公式,1775
003/069,フシギバナ,,https://minnano-toreka.com/wp-content/uploads/2026/07/003-069_pcg-a1766.webp,フシギバナ[003/069],https://www.pokemon-card.com/assets/images/card_images/large/BW4-B/027763_P_FUSHIGIBANA.jpg,公式,1766
002/032,キノココ,,https://minnano-toreka.com/wp-content/uploads/2026/07/002-032_pcg-a1764.webp,キノココ[002/032],https://www.pokemon-card.com/assets/images/card_images/large/CP3/031602_P_KINOKOKO.jpg,公式,1764
009/070,メガニウム,,https://minnano-toreka.com/wp-content/uploads/2026/07/009-070_pcg-a1757.webp,メガニウム[009/070],https://www.pokemon-card.com/assets/images/card_images/large/L1-Bss/025147_P_MEGANIUMU.jpg,公式,1757
408/414,マリィのプライド,,https://minnano-toreka.com/wp-content/uploads/2026/07/408-414_pcg-a1749.webp,マリィのプライド[408/414],https://www.pokemon-card.com/assets/images/card_images/large/SI/040482_T_MARIINOPURAIDO.jpg,公式,1749
031/032,おはなのかんむり,,https://minnano-toreka.com/wp-content/uploads/2026/07/031-032_pcg-a1746.webp,おはなのかんむり[031/032],https://www.pokemon-card.com/assets/images/card_images/large/CP3/031631_T_OHANANOKANMURI.jpg,公式,1746
176/BW-P,プラズマ団のしたっぱ,,https://minnano-toreka.com/wp-content/uploads/2026/07/176-BW-P_pcg-a1739.webp,プラズマ団のしたっぱ[176/BW-P],https://www.pokemon-card.com/assets/images/card_images/large/BWP/031309_T_PURAZUMADANNOSHITAPPA.jpg,公式,1739
009/070,メガニウム,,https://minnano-toreka.com/wp-content/uploads/2026/07/009-070_pcg-a1719.webp,メガニウム[009/070],https://www.pokemon-card.com/assets/images/card_images/large/L1-Bss/025147_P_MEGANIUMU.jpg,公式,1719
182/BW-P,リーフィア,,https://minnano-toreka.com/wp-content/uploads/2026/07/182-BW-P_pcg-a1712.webp,リーフィア[182/BW-P],https://www.pokemon-card.com/assets/images/card_images/large/BWP/028506_P_RIFIA.jpg,公式,1712
009/070,メガニウム,,https://minnano-toreka.com/wp-content/uploads/2026/07/009-070_pcg-a1709.webp,メガニウム[009/070],https://www.pokemon-card.com/assets/images/card_images/large/L1-Bss/025147_P_MEGANIUMU.jpg,公式,1709
089/087,"<span class=""pcg pcg-megamark""></span>フシギバナEX",,https://minnano-toreka.com/wp-content/uploads/2026/07/089-087_pcg-a1699.webp,"<span class=""pcg pcg-megamark""></span>フシギバナEX[089/087]",https://www.pokemon-card.com/assets/images/card_images/large/CP6/035861_P_MFUSHIGIBANAEX.jpg,公式,1699
005/092,ジュカイン,,https://minnano-toreka.com/wp-content/uploads/2026/07/005-092_crush-a1697.webp,ジュカイン[005/092],https://www.cardrush-pokemon.jp/product/46568,カードラッシュ,1697
108/S-P,ザルードV,,https://minnano-toreka.com/wp-content/uploads/2026/07/108-S-P_pcg-a1693.webp,ザルードV[108/S-P],https://www.pokemon-card.com/assets/images/card_images/large/S-P/038493_P_ZARUDOV.jpg,公式,1693
182/BW-P,リーフィア,,https://minnano-toreka.com/wp-content/uploads/2026/07/182-BW-P_pcg-a1683.webp,リーフィア[182/BW-P],https://www.pokemon-card.com/assets/images/card_images/large/BWP/028506_P_RIFIA.jpg,公式,1683
071/070,オーロットEX,,https://minnano-toreka.com/wp-content/uploads/2026/07/071-070_pcg-a1679.webp,オーロットEX[071/070],https://www.pokemon-card.com/assets/images/card_images/large/XY5-Bg/035785_P_OROTTOEX.jpg,公式,1679
077/076,ザルードV,,https://minnano-toreka.com/wp-content/uploads/2026/07/077-076_pcg-a1677.webp,ザルードV[077/076],https://www.pokemon-card.com/assets/images/card_images/large/S3a/038599_P_ZARUDOV.jpg,公式,1677
006/070,チコリータ,,https://minnano-toreka.com/wp-content/uploads/2026/07/006-070_pcg-a1660.webp,チコリータ[006/070],https://www.pokemon-card.com/assets/images/card_images/large/L1-Bss/025141_P_CHIKORITA.jpg,公式,1660
005/L-P,チコリータ,,https://minnano-toreka.com/wp-content/uploads/2026/07/005-L-P_crush-a1656.webp,チコリータ[005/L-P],https://www.cardrush-pokemon.jp/product/24087,カードラッシュ,1656
049/049,リーリエの全力,,https://minnano-toreka.com/wp-content/uploads/2026/07/049-049_pcg-a1646.webp,リーリエの全力[049/049],https://www.pokemon-card.com/assets/images/card_images/large/SM11b/037046_T_RIRIENOZENRYOKU.jpg,公式,1646
247/172,シンオウの仲間たち,,https://minnano-toreka.com/wp-content/uploads/2026/07/247-172_pcg-a1634.webp,シンオウの仲間たち[247/172],https://www.pokemon-card.com/assets/images/card_images/large/S12a/042897_T_SHINOUNONAKAMATACHI.jpg,公式,1634
139/S-P,ホップ,,https://minnano-toreka.com/wp-content/uploads/2026/07/139-S-P_pcg-a1617.webp,ホップ[139/S-P],https://www.pokemon-card.com/assets/images/card_images/large/S-P/038838_T_HOPPU.jpg,公式,1617
142/171,カリン,,https://minnano-toreka.com/wp-content/uploads/2026/07/142-171_pcg-a1605.webp,カリン[142/171],https://www.pokemon-card.com/assets/images/card_images/large/XY/033694_T_KARIN.jpg,公式,1605
408/414,マリィのプライド,,https://minnano-toreka.com/wp-content/uploads/2026/07/408-414_pcg-a1601.webp,マリィのプライド[408/414],https://www.pokemon-card.com/assets/images/card_images/large/SI/040482_T_MARIINOPURAIDO.jpg,公式,1601
098/BW-P,ベル,,https://minnano-toreka.com/wp-content/uploads/2026/07/098-BW-P_pcg-a1596.webp,ベル[098/BW-P],https://www.pokemon-card.com/assets/images/card_images/large/BWP/027659_T_BERU.jpg,公式,1596
257/184,カブ,,https://minnano-toreka.com/wp-content/uploads/2026/07/257-184_pcg-a1584.webp,カブ[257/184],https://www.pokemon-card.com/assets/images/card_images/large/S8b/041085_T_KABU.jpg,公式,1584
049/049,リーリエの全力,,https://minnano-toreka.com/wp-content/uploads/2026/07/049-049_pcg-a1557.webp,リーリエの全力[049/049],https://www.pokemon-card.com/assets/images/card_images/large/SM11b/037046_T_RIRIENOZENRYOKU.jpg,公式,1557
230/S-P,ダンデ,,https://minnano-toreka.com/wp-content/uploads/2026/07/230-S-P_pcg-a1556.webp,ダンデ[230/S-P],https://www.pokemon-card.com/assets/images/card_images/large/S-P/039951_T_DANDE.jpg,公式,1556
028/032,チルット,,https://minnano-toreka.com/wp-content/uploads/2026/07/028-032_pcg-a1532.webp,チルット[028/032],https://www.pokemon-card.com/assets/images/card_images/large/CP3/031628_P_CHIRUTTO.jpg,公式,1532
088/090,デパートガール,,https://minnano-toreka.com/wp-content/uploads/2026/07/088-090_crush-a1529.webp,デパートガール[088/090],https://www.cardrush-pokemon.jp/product/54034,カードラッシュ,1529
230/S-P,ダンデ,,https://minnano-toreka.com/wp-content/uploads/2026/07/230-S-P_pcg-a1519.webp,ダンデ[230/S-P],https://www.pokemon-card.com/assets/images/card_images/large/S-P/039951_T_DANDE.jpg,公式,1519
063/072,イマクニ？,,https://minnano-toreka.com/wp-content/uploads/2026/07/063-072_pcg-a1493.webp,イマクニ？[063/072],https://www.pokemon-card.com/assets/images/card_images/large/20th/031713_T_IMAKUNI.jpg,公式,1493
068/070,ポケモンコレクター,,https://minnano-toreka.com/wp-content/uploads/2026/07/068-070_pcg-a1480.webp,ポケモンコレクター[068/070],https://www.pokemon-card.com/assets/images/card_images/large/L1-Bss/025260_T_POKEMONKOREKUTA.jpg,公式,1480
247/172,シンオウの仲間たち,,https://minnano-toreka.com/wp-content/uploads/2026/07/247-172_pcg-a1478.webp,シンオウの仲間たち[247/172],https://www.pokemon-card.com/assets/images/card_images/large/S12a/042897_T_SHINOUNONAKAMATACHI.jpg,公式,1478
142/171,カリン,,https://minnano-toreka.com/wp-content/uploads/2026/07/142-171_pcg-a1475.webp,カリン[142/171],https://www.pokemon-card.com/assets/images/card_images/large/XY/033694_T_KARIN.jpg,公式,1475
193/190,とりつかい,,https://minnano-toreka.com/wp-content/uploads/2026/07/193-190_pcg-a1452.webp,とりつかい[193/190],https://www.pokemon-card.com/assets/images/card_images/large/S4a/038925_T_TORITSUKAI.jpg,公式,1452
264/184,ネズ,,https://minnano-toreka.com/wp-content/uploads/2026/07/264-184_pcg-a1430.webp,ネズ[264/184],https://www.pokemon-card.com/assets/images/card_images/large/S8b/041092_T_NEZU.jpg,公式,1430
246/XY-P,プラターヌ博士,,https://minnano-toreka.com/wp-content/uploads/2026/07/246-XY-P_pcg-a1425.webp,プラターヌ博士[246/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/032149_T_PURATANUHAKASE.jpg,公式,1425
005/S-P,ホップ,,https://minnano-toreka.com/wp-content/uploads/2026/07/005-S-P_pcg-a1413.webp,ホップ[005/S-P],https://www.pokemon-card.com/assets/images/card_images/large/S-P/037604_T_HOPPU.jpg,公式,1413
269/184,ポプラ,,https://minnano-toreka.com/wp-content/uploads/2026/07/269-184_pcg-a1410.webp,ポプラ[269/184],https://www.pokemon-card.com/assets/images/card_images/large/S8b/041097_T_POPURA.jpg,公式,1410
160/150,ラニュイ,,https://minnano-toreka.com/wp-content/uploads/2026/07/160-150_pcg-a1407.webp,ラニュイ[160/150],https://www.pokemon-card.com/assets/images/card_images/large/SM8b/036049_T_RANYUI.jpg,公式,1407
139/S-P,ホップ,,https://minnano-toreka.com/wp-content/uploads/2026/07/139-S-P_pcg-a1406.webp,ホップ[139/S-P],https://www.pokemon-card.com/assets/images/card_images/large/S-P/038838_T_HOPPU.jpg,公式,1406
085/076,ポプラ,,https://minnano-toreka.com/wp-content/uploads/2026/07/085-076_pcg-a1387.webp,ポプラ[085/076],https://www.pokemon-card.com/assets/images/card_images/large/S3a/038607_T_POPURA.jpg,公式,1387
247/172,シンオウの仲間たち,,https://minnano-toreka.com/wp-content/uploads/2026/07/247-172_pcg-a1376.webp,シンオウの仲間たち[247/172],https://www.pokemon-card.com/assets/images/card_images/large/S12a/042897_T_SHINOUNONAKAMATACHI.jpg,公式,1376
263/184,ソッドとシルディ,,https://minnano-toreka.com/wp-content/uploads/2026/07/263-184_pcg-a1353.webp,ソッドとシルディ[263/184],https://www.pokemon-card.com/assets/images/card_images/large/S8b/041091_T_SODDOTOSHIRUDEI.jpg,公式,1353
012/BW-P,アララギ博士,,https://minnano-toreka.com/wp-content/uploads/2026/07/012-BW-P_pcg-a1347.webp,アララギ博士[012/BW-P],https://www.pokemon-card.com/assets/images/card_images/large/BWP/027265_T_ARARAGIHAKASE.jpg,公式,1347
021/031,カスミの水さばき,,https://minnano-toreka.com/wp-content/uploads/2026/07/021-031_pcg-a1324.webp,カスミの水さばき[021/031],https://www.pokemon-card.com/assets/images/card_images/large/SMK/036244_T_KASUMINOMIZUSABAKI.jpg,公式,1324
200/XY-P,シトロン,,https://minnano-toreka.com/wp-content/uploads/2026/07/200-XY-P_pcg-a1314.webp,シトロン[200/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/031600_T_SHITORON.jpg,公式,1314
069/070,マサキ,,https://minnano-toreka.com/wp-content/uploads/2026/07/069-070_pcg-a1310.webp,マサキ[069/070],https://www.pokemon-card.com/assets/images/card_images/large/L1-Bhg/025129_T_MASAKI.jpg,公式,1310
101/096,化石研究員,,https://minnano-toreka.com/wp-content/uploads/2026/07/101-096_pcg-a1305.webp,化石研究員[101/096],https://www.pokemon-card.com/assets/images/card_images/large/XY3/035775_T_KASEKIKENKYUUIN.jpg,公式,1305
158/150,ラジュルネ,,https://minnano-toreka.com/wp-content/uploads/2026/07/158-150_pcg-a1303.webp,ラジュルネ[158/150],https://www.pokemon-card.com/assets/images/card_images/large/SM8b/036047_T_RAJURUNE.jpg,公式,1303
102/096,ダイゴの決断,,https://minnano-toreka.com/wp-content/uploads/2026/07/102-096_pcg-a1295.webp,ダイゴの決断[102/096],https://www.pokemon-card.com/assets/images/card_images/large/SM7/035729_T_DAIGONOKETSUDAN.jpg,公式,1295
197/173,ホミカ,,https://minnano-toreka.com/wp-content/uploads/2026/07/197-173_pcg-a1293.webp,ホミカ[197/173],https://www.pokemon-card.com/assets/images/card_images/large/SM12a/037465_T_HOMIKA.jpg,公式,1293
103/087,ロケット団参上!,,https://minnano-toreka.com/wp-content/uploads/2026/07/103-087_pcg-a1287.webp,ロケット団参上![103/087],https://www.pokemon-card.com/assets/images/card_images/large/CP6/032296_T_ROKETTODANSANJOU.jpg,公式,1287
011/015,インタビュアーの質問,,https://minnano-toreka.com/wp-content/uploads/2026/07/011-015_crush-a1281.webp,インタビュアーの質問[011/015],https://www.cardrush-pokemon.jp/product/51963,カードラッシュ,1281
093/088,AZ,,https://minnano-toreka.com/wp-content/uploads/2026/07/093-088_pcg-a1247.webp,AZ[093/088],https://www.pokemon-card.com/assets/images/card_images/large/XY4/035782_T_AZ.jpg,公式,1247
419/414,マリィのプライド,,https://minnano-toreka.com/wp-content/uploads/2026/07/419-414_pcg-a1239.webp,マリィのプライド[419/414],https://www.pokemon-card.com/assets/images/card_images/large/SI/041015_T_MARIINOPURAIDO.jpg,公式,1239
199/173,ヤーコン,,https://minnano-toreka.com/wp-content/uploads/2026/07/199-173_pcg-a1231.webp,ヤーコン[199/173],https://www.pokemon-card.com/assets/images/card_images/large/SM12a/037467_T_YAKON.jpg,公式,1231
075/080,ぼうずの修行,,https://minnano-toreka.com/wp-content/uploads/2026/07/075-080_pcg-a1225.webp,ぼうずの修行[075/080],https://www.pokemon-card.com/assets/images/card_images/large/L2-B/025717_T_BOUZUNOSHUGYOU.jpg,公式,1225
197/173,ホミカ,,https://minnano-toreka.com/wp-content/uploads/2026/07/197-173_pcg-a1204.webp,ホミカ[197/173],https://www.pokemon-card.com/assets/images/card_images/large/SM12a/037465_T_HOMIKA.jpg,公式,1204
102/096,ダイゴの決断,,https://minnano-toreka.com/wp-content/uploads/2026/07/102-096_pcg-a1201.webp,ダイゴの決断[102/096],https://www.pokemon-card.com/assets/images/card_images/large/SM7/035729_T_DAIGONOKETSUDAN.jpg,公式,1201
182/171,鍛冶屋,,https://minnano-toreka.com/wp-content/uploads/2026/07/182-171_pcg-a1196.webp,鍛冶屋[182/171],https://www.pokemon-card.com/assets/images/card_images/large/XY/035883_T_KAJIYA.jpg,公式,1196
182/171,鍛冶屋,,https://minnano-toreka.com/wp-content/uploads/2026/07/182-171_pcg-a1188.webp,鍛冶屋[182/171],https://www.pokemon-card.com/assets/images/card_images/large/XY/035883_T_KAJIYA.jpg,公式,1188
419/414,マリィのプライド,,https://minnano-toreka.com/wp-content/uploads/2026/07/419-414_pcg-a1182.webp,マリィのプライド[419/414],https://www.pokemon-card.com/assets/images/card_images/large/SI/041015_T_MARIINOPURAIDO.jpg,公式,1182
121/XY-P,ダイゴ,,https://minnano-toreka.com/wp-content/uploads/2026/07/121-XY-P_pcg-a1181.webp,ダイゴ[121/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/030971_T_DAIGO.jpg,公式,1181
104/094,カスミのおねがい,,https://minnano-toreka.com/wp-content/uploads/2026/07/104-094_pcg-a1179.webp,カスミのおねがい[104/094],https://www.pokemon-card.com/assets/images/card_images/large/SM11/036984_T_KASUMINOONEGAI.jpg,公式,1179
186/171,フレア団のしたっぱ,,https://minnano-toreka.com/wp-content/uploads/2026/07/186-171_pcg-a1166.webp,フレア団のしたっぱ[186/171],https://www.pokemon-card.com/assets/images/card_images/large/XY/035887_T_FUREADANNOSHITAPPA.jpg,公式,1166
104/094,カスミのおねがい,,https://minnano-toreka.com/wp-content/uploads/2026/07/104-094_pcg-a1164.webp,カスミのおねがい[104/094],https://www.pokemon-card.com/assets/images/card_images/large/SM11/036984_T_KASUMINOONEGAI.jpg,公式,1164
194/190,ネズ,,https://minnano-toreka.com/wp-content/uploads/2026/07/194-190_pcg-a1158.webp,ネズ[194/190],https://www.pokemon-card.com/assets/images/card_images/large/S4a/038926_T_NEZU.jpg,公式,1158
020/020,カミツレ,,https://minnano-toreka.com/wp-content/uploads/2026/07/020-020_pcg-a1156.webp,カミツレ[020/020],https://www.pokemon-card.com/assets/images/card_images/large/SC/028635_T_KAMITSURE.jpg,公式,1156
077/072,ポケモンブリーダー,,https://minnano-toreka.com/wp-content/uploads/2026/07/077-072_pcg-a1148.webp,ポケモンブリーダー[077/072],https://www.pokemon-card.com/assets/images/card_images/large/SM3p/035664_T_POKEMONBURIDA.jpg,公式,1148
068/049,リーリエの全力,,https://minnano-toreka.com/wp-content/uploads/2026/07/068-049_pcg-a1136.webp,リーリエの全力[068/049],https://www.pokemon-card.com/assets/images/card_images/large/SM11b/037178_T_RIRIENOZENRYOKU.jpg,公式,1136
093/088,AZ,,https://minnano-toreka.com/wp-content/uploads/2026/07/093-088_pcg-a1135.webp,AZ[093/088],https://www.pokemon-card.com/assets/images/card_images/large/XY4/035782_T_AZ.jpg,公式,1135
093/088,AZ,,https://minnano-toreka.com/wp-content/uploads/2026/07/093-088_pcg-a1126.webp,AZ[093/088],https://www.pokemon-card.com/assets/images/card_images/large/XY4/035782_T_AZ.jpg,公式,1126
121/XY-P,ダイゴ,,https://minnano-toreka.com/wp-content/uploads/2026/07/121-XY-P_pcg-a1122.webp,ダイゴ[121/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/030971_T_DAIGO.jpg,公式,1122
419/414,マリィのプライド,,https://minnano-toreka.com/wp-content/uploads/2026/07/419-414_pcg-a1120.webp,マリィのプライド[419/414],https://www.pokemon-card.com/assets/images/card_images/large/SI/041015_T_MARIINOPURAIDO.jpg,公式,1120
094/088,クセロシキ,,https://minnano-toreka.com/wp-content/uploads/2026/07/094-088_pcg-a1114.webp,クセロシキ[094/088],https://www.pokemon-card.com/assets/images/card_images/large/XY4/035783_T_KUSEROSHIKI.jpg,公式,1114
068/070,ポケモンコレクター,,https://minnano-toreka.com/wp-content/uploads/2026/07/068-070_pcg-a1112.webp,ポケモンコレクター[068/070],https://www.pokemon-card.com/assets/images/card_images/large/L1-Bss/025260_T_POKEMONKOREKUTA.jpg,公式,1112
074/080,フラワーショップのお姉さん,,https://minnano-toreka.com/wp-content/uploads/2026/07/074-080_pcg-a1111.webp,フラワーショップのお姉さん[074/080],https://www.pokemon-card.com/assets/images/card_images/large/L2-B/025715_T_FURAWASHOPPUNOONEESAN.jpg,公式,1111
068/049,リーリエの全力,,https://minnano-toreka.com/wp-content/uploads/2026/07/068-049_pcg-a1108.webp,リーリエの全力[068/049],https://www.pokemon-card.com/assets/images/card_images/large/SM11b/037178_T_RIRIENOZENRYOKU.jpg,公式,1108
058/054,ポケモンレンジャー,,https://minnano-toreka.com/wp-content/uploads/2026/07/058-054_pcg-a1106.webp,ポケモンレンジャー[058/054],https://www.pokemon-card.com/assets/images/card_images/large/XY11-Bb/035853_T_POKEMONRENJA.jpg,公式,1106
289/XY-P,ミニスカートのおすすめ,,https://minnano-toreka.com/wp-content/uploads/2026/07/289-XY-P_pcg-a1099.webp,ミニスカートのおすすめ[289/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/032344_T_MINISUKATONOOSUSUME.jpg,公式,1099
064/059,サカキの計画,,https://minnano-toreka.com/wp-content/uploads/2026/07/064-059_pcg-a1082.webp,サカキの計画[064/059],https://www.pokemon-card.com/assets/images/card_images/large/XY8-Br/035832_T_SAKAKINOKEIKAKU.jpg,公式,1082
059/053,ヒガナ,,https://minnano-toreka.com/wp-content/uploads/2026/07/059-053_pcg-a1081.webp,ヒガナ[059/053],https://www.pokemon-card.com/assets/images/card_images/large/SM6a/035712_T_HIGANA.jpg,公式,1081
104/094,カスミのおねがい,,https://minnano-toreka.com/wp-content/uploads/2026/07/104-094_pcg-a1079.webp,カスミのおねがい[104/094],https://www.pokemon-card.com/assets/images/card_images/large/SM11/036984_T_KASUMINOONEGAI.jpg,公式,1079
053/SM-P,ライチ,,https://minnano-toreka.com/wp-content/uploads/2026/07/053-SM-P_pcg-a1067.webp,ライチ[053/SM-P],https://www.pokemon-card.com/assets/images/card_images/large/SMP/033854_T_RAICHI.jpg,公式,1067
058/054,ポケモンレンジャー,,https://minnano-toreka.com/wp-content/uploads/2026/07/058-054_pcg-a1059.webp,ポケモンレンジャー[058/054],https://www.pokemon-card.com/assets/images/card_images/large/XY11-Bb/035853_T_POKEMONRENJA.jpg,公式,1059
064/059,アズサ,,https://minnano-toreka.com/wp-content/uploads/2026/07/064-059_pcg-a1041.webp,アズサ[064/059],https://www.pokemon-card.com/assets/images/card_images/large/XY8-Bb/035827_T_AZUSA.jpg,公式,1041
102/096,コルニ,,https://minnano-toreka.com/wp-content/uploads/2026/07/102-096_pcg-a1030.webp,コルニ[102/096],https://www.pokemon-card.com/assets/images/card_images/large/XY3/035776_T_KORUNI.jpg,公式,1030
082/076,トゲキッスV,,https://minnano-toreka.com/wp-content/uploads/2026/07/082-076_pcg-a1029.webp,トゲキッスV[082/076],https://www.pokemon-card.com/assets/images/card_images/large/S3a/038604_P_TOGEKISSUV.jpg,公式,1029
068/049,リーリエの全力,,https://minnano-toreka.com/wp-content/uploads/2026/07/068-049_pcg-a1020.webp,リーリエの全力[068/049],https://www.pokemon-card.com/assets/images/card_images/large/SM11b/037178_T_RIRIENOZENRYOKU.jpg,公式,1020
068/049,リーリエの全力,,https://minnano-toreka.com/wp-content/uploads/2026/07/068-049_pcg-a1012.webp,リーリエの全力[068/049],https://www.pokemon-card.com/assets/images/card_images/large/SM11b/037178_T_RIRIENOZENRYOKU.jpg,公式,1012
118/114,スイレン,,https://minnano-toreka.com/wp-content/uploads/2026/07/118-114_pcg-a1009.webp,スイレン[118/114],https://www.pokemon-card.com/assets/images/card_images/large/SM4p/035678_T_SUIREN.jpg,公式,1009
068/049,リーリエの全力,,https://minnano-toreka.com/wp-content/uploads/2026/07/068-049_pcg-a1002.webp,リーリエの全力[068/049],https://www.pokemon-card.com/assets/images/card_images/large/SM11b/037178_T_RIRIENOZENRYOKU.jpg,公式,1002
121/XY-P,ダイゴ,,https://minnano-toreka.com/wp-content/uploads/2026/07/121-XY-P_pcg-a994.webp,ダイゴ[121/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/030971_T_DAIGO.jpg,公式,994
059/053,ヒガナ,,https://minnano-toreka.com/wp-content/uploads/2026/07/059-053_pcg-a986.webp,ヒガナ[059/053],https://www.pokemon-card.com/assets/images/card_images/large/SM6a/035712_T_HIGANA.jpg,公式,986
102/096,コルニ,,https://minnano-toreka.com/wp-content/uploads/2026/07/102-096_pcg-a983.webp,コルニ[102/096],https://www.pokemon-card.com/assets/images/card_images/large/XY3/035776_T_KORUNI.jpg,公式,983
082/076,トゲキッスV,,https://minnano-toreka.com/wp-content/uploads/2026/07/082-076_pcg-a975.webp,トゲキッスV[082/076],https://www.pokemon-card.com/assets/images/card_images/large/S3a/038604_P_TOGEKISSUV.jpg,公式,975
419/414,マリィのプライド,,https://minnano-toreka.com/wp-content/uploads/2026/07/419-414_pcg-a970.webp,マリィのプライド[419/414],https://www.pokemon-card.com/assets/images/card_images/large/SI/041015_T_MARIINOPURAIDO.jpg,公式,970
077/072,ポケモンブリーダー,,https://minnano-toreka.com/wp-content/uploads/2026/07/077-072_pcg-a969.webp,ポケモンブリーダー[077/072],https://www.pokemon-card.com/assets/images/card_images/large/SM3p/035664_T_POKEMONBURIDA.jpg,公式,969
102/096,コルニ,,https://minnano-toreka.com/wp-content/uploads/2026/07/102-096_pcg-a962.webp,コルニ[102/096],https://www.pokemon-card.com/assets/images/card_images/large/XY3/035776_T_KORUNI.jpg,公式,962
277/XY-P,サカキの計画,,https://minnano-toreka.com/wp-content/uploads/2026/07/277-XY-P_pcg-a951.webp,サカキの計画[277/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/032336_T_SAKAKINOKEIKAKU.jpg,公式,951
298/XY-P,"<span class=""pcg pcg-megamark""></span>サチコEX",,https://minnano-toreka.com/wp-content/uploads/2026/07/298-XY-P_pcg-a935.webp,"<span class=""pcg pcg-megamark""></span>サチコEX[298/XY-P]",https://www.pokemon-card.com/assets/images/card_images/large/XYP/032353_P_MSACHIKOEX.jpg,公式,935
278/XY-P,ロケット団参上!,,https://minnano-toreka.com/wp-content/uploads/2026/07/278-XY-P_pcg-a923.webp,ロケット団参上![278/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/032337_T_ROKETTODANSANJOU.jpg,公式,923
082/076,トゲキッスV,,https://minnano-toreka.com/wp-content/uploads/2026/07/082-076_pcg-a922.webp,トゲキッスV[082/076],https://www.pokemon-card.com/assets/images/card_images/large/S3a/038604_P_TOGEKISSUV.jpg,公式,922
082/076,トゲキッスV,,https://minnano-toreka.com/wp-content/uploads/2026/07/082-076_pcg-a921.webp,トゲキッスV[082/076],https://www.pokemon-card.com/assets/images/card_images/large/S3a/038604_P_TOGEKISSUV.jpg,公式,921
