型番,カード名,レアリティ,画像URL,画像タイトル,元URL,source,src_admin_id
288/SV-P,ビクティニ,,https://minnano-toreka.com/wp-content/uploads/2026/07/288-SV-P_pcg-a25961.webp,ビクティニ[288/SV-P],https://www.pokemon-card.com/assets/images/card_images/large/SV-P/047725_P_BIKUTEINI.jpg,公式,25961
205/193,ロケット団のミミッキュ,,https://minnano-toreka.com/wp-content/uploads/2026/07/205-193_pcg-a25714.webp,ロケット団のミミッキュ[205/193],https://www.pokemon-card.com/assets/images/card_images/large/M2a/049965_P_ROKETTODANNOMIMIKKIXYU.jpg,公式,25714
231/193,メガズルズキンex,,https://minnano-toreka.com/wp-content/uploads/2026/07/231-193_pcg-a25711.webp,メガズルズキンex[231/193],https://www.pokemon-card.com/assets/images/card_images/large/M2a/049991_P_MZURUZUKINEX.jpg,公式,25711
048/DP-P,ピカチュウ,,https://minnano-toreka.com/wp-content/uploads/2026/07/048-DP-P_crush-a25673.webp,ピカチュウ[048/DP-P],https://www.cardrush-pokemon.jp/product/20941,カードラッシュ,25673
271/SV-P,ビクティニ,,https://minnano-toreka.com/wp-content/uploads/2026/07/271-SV-P_pcg-a24359.webp,ビクティニ[271/SV-P],https://www.pokemon-card.com/assets/images/card_images/large/SV-P/049619_P_BIKUTEINI.jpg,公式,24359
018/086,ミジュマル,,https://minnano-toreka.com/wp-content/uploads/2026/07/018-086_pcg-a24145.webp,ミジュマル[018/086],https://www.pokemon-card.com/assets/images/card_images/large/SV11W/047640_P_MIJIXYUMARU.jpg,公式,24145
021/086,バスラオ,,https://minnano-toreka.com/wp-content/uploads/2026/07/021-086_pcg-a24142.webp,バスラオ[021/086],https://www.pokemon-card.com/assets/images/card_images/large/SV11W/047643_P_BASURAO.jpg,公式,24142
061/086,ジヘッド,,https://minnano-toreka.com/wp-content/uploads/2026/07/061-086_pcg-a24104.webp,ジヘッド[061/086],https://www.pokemon-card.com/assets/images/card_images/large/SV11W/047683_P_JIHEDDO.jpg,公式,24104
064/086,ナットレイ,,https://minnano-toreka.com/wp-content/uploads/2026/07/064-086_pcg-a24102.webp,ナットレイ[064/086],https://www.pokemon-card.com/assets/images/card_images/large/SV11W/047686_P_NATTOREI.jpg,公式,24102
038/086,ムンナ,,https://minnano-toreka.com/wp-content/uploads/2026/07/038-086_pcg-a23998.webp,ムンナ[038/086],https://www.pokemon-card.com/assets/images/card_images/large/SV11B/047574_P_MUNNA.jpg,公式,23998
076/086,タブンネ,,https://minnano-toreka.com/wp-content/uploads/2026/07/076-086_pcg-a23963.webp,タブンネ[076/086],https://www.pokemon-card.com/assets/images/card_images/large/SV11B/047612_P_TABUNNE.jpg,公式,23963
132/100,スパイクエネルギー,,https://minnano-toreka.com/wp-content/uploads/2026/07/132-100_pcg-a23746.webp,スパイクエネルギー[132/100],https://www.pokemon-card.com/assets/images/card_images/large/SV9/047252_E_SUPAIKUENERUGI.jpg,公式,23746
199/SV-P,リーリエのキュワワー,,https://minnano-toreka.com/wp-content/uploads/2026/07/199-SV-P_pcg-a23616.webp,リーリエのキュワワー[199/SV-P],https://www.pokemon-card.com/assets/images/card_images/large/SV-P/047164_P_RIRIENOKIXYUWAWA.jpg,公式,23616
092/063,ハッコウシティ,,https://minnano-toreka.com/wp-content/uploads/2026/07/092-063_pcg-a23580.webp,ハッコウシティ[092/063],https://www.pokemon-card.com/assets/images/card_images/large/SV9a/047393_T_HAKKOUSHITEI.jpg,公式,23580
139/187,カウンターキャッチャー,,https://minnano-toreka.com/wp-content/uploads/2026/07/139-187_pcg-a23363.webp,カウンターキャッチャー[139/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046800_T_KAUNTAKIXYATCHIXYA.jpg,公式,23363
145/187,テラスタルオーブ,,https://minnano-toreka.com/wp-content/uploads/2026/07/145-187_pcg-a23359.webp,テラスタルオーブ[145/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046806_T_TERASUTARUOBU.jpg,公式,23359
157/187,ブーストエナジー 古代,,https://minnano-toreka.com/wp-content/uploads/2026/07/157-187_pcg-a23353.webp,ブーストエナジー 古代[157/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046818_T_BUSUTOENAJIKODAI.jpg,公式,23353
160/187,ワザマシン エヴォリューション,,https://minnano-toreka.com/wp-content/uploads/2026/07/160-187_pcg-a23351.webp,ワザマシン エヴォリューション[160/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046821_T_WAZAMASHINEVUORIXYUSHIXYON.jpg,公式,23351
133/187,バッフロン,,https://minnano-toreka.com/wp-content/uploads/2026/07/133-187_pcg-a23268.webp,バッフロン[133/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046794_P_BAFFURON.jpg,公式,23268
001/187,スボミー,,https://minnano-toreka.com/wp-content/uploads/2026/07/001-187_pcg-a23266.webp,スボミー[001/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046662_P_SUBOMI.jpg,公式,23266
068/187,ニンフィア,,https://minnano-toreka.com/wp-content/uploads/2026/07/068-187_pcg-a23217.webp,ニンフィア[068/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046729_P_NINFUIA.jpg,公式,23217
092/187,ブラッキー,,https://minnano-toreka.com/wp-content/uploads/2026/07/092-187_pcg-a23198.webp,ブラッキー[092/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046753_P_BURAKKI.jpg,公式,23198
100/187,トドロクツキ,,https://minnano-toreka.com/wp-content/uploads/2026/07/100-187_pcg-a23191.webp,トドロクツキ[100/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046761_P_TODOROKUTSUKI.jpg,公式,23191
001/187,スボミー,,https://minnano-toreka.com/wp-content/uploads/2026/07/001-187_pcg-a23166.webp,スボミー[001/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046662_P_SUBOMI.jpg,公式,23166
005/187,エルフーン,,https://minnano-toreka.com/wp-content/uploads/2026/07/005-187_pcg-a23163.webp,エルフーン[005/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046666_P_ERUFUN.jpg,公式,23163
006/187,サルノリ,,https://minnano-toreka.com/wp-content/uploads/2026/07/006-187_pcg-a23162.webp,サルノリ[006/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046667_P_SARUNORI.jpg,公式,23162
007/187,バチンキー,,https://minnano-toreka.com/wp-content/uploads/2026/07/007-187_pcg-a23161.webp,バチンキー[007/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046668_P_BACHINKI.jpg,公式,23161
011/187,アノクサ,,https://minnano-toreka.com/wp-content/uploads/2026/07/011-187_pcg-a23158.webp,アノクサ[011/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046672_P_ANOKUSA.jpg,公式,23158
012/187,アノホラグサ,,https://minnano-toreka.com/wp-content/uploads/2026/07/012-187_pcg-a23157.webp,アノホラグサ[012/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046673_P_ANOHORAGUSA.jpg,公式,23157
013/187,シガロコ,,https://minnano-toreka.com/wp-content/uploads/2026/07/013-187_pcg-a23156.webp,シガロコ[013/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046674_P_SHIGAROKO.jpg,公式,23156
014/187,ベラカス,,https://minnano-toreka.com/wp-content/uploads/2026/07/014-187_pcg-a23155.webp,ベラカス[014/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046675_P_BERAKASU.jpg,公式,23155
015/187,チオンジェン,,https://minnano-toreka.com/wp-content/uploads/2026/07/015-187_pcg-a23154.webp,チオンジェン[015/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046676_P_CHIONJIEN.jpg,公式,23154
018/187,ヤバソチャ,,https://minnano-toreka.com/wp-content/uploads/2026/07/018-187_pcg-a23152.webp,ヤバソチャ[018/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046679_P_YABASOCHIXYA.jpg,公式,23152
024/187,テツノドクガ,,https://minnano-toreka.com/wp-content/uploads/2026/07/024-187_pcg-a23149.webp,テツノドクガ[024/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046685_P_TETSUNODOKUGA.jpg,公式,23149
025/187,イーユイ,,https://minnano-toreka.com/wp-content/uploads/2026/07/025-187_pcg-a23148.webp,イーユイ[025/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046686_P_IYUI.jpg,公式,23148
028/187,トサキント,,https://minnano-toreka.com/wp-content/uploads/2026/07/028-187_pcg-a23147.webp,トサキント[028/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046689_P_TOSAKINTO.jpg,公式,23147
029/187,アズマオウ,,https://minnano-toreka.com/wp-content/uploads/2026/07/029-187_pcg-a23146.webp,アズマオウ[029/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046690_P_AZUMAOU.jpg,公式,23146
032/187,ワニノコ,,https://minnano-toreka.com/wp-content/uploads/2026/07/032-187_pcg-a23144.webp,ワニノコ[032/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046693_P_WANINOKO.jpg,公式,23144
033/187,アリゲイツ,,https://minnano-toreka.com/wp-content/uploads/2026/07/033-187_pcg-a23143.webp,アリゲイツ[033/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046694_P_ARIGEITSU.jpg,公式,23143
034/187,オーダイル,,https://minnano-toreka.com/wp-content/uploads/2026/07/034-187_pcg-a23142.webp,オーダイル[034/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046695_P_ODAIRU.jpg,公式,23142
044/187,ナミイルカ,,https://minnano-toreka.com/wp-content/uploads/2026/07/044-187_pcg-a23134.webp,ナミイルカ[044/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046705_P_NAMIIRUKA.jpg,公式,23134
048/187,パオジアン,,https://minnano-toreka.com/wp-content/uploads/2026/07/048-187_pcg-a23131.webp,パオジアン[048/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046709_P_PAOJIAN.jpg,公式,23131
057/187,ケーシィ,,https://minnano-toreka.com/wp-content/uploads/2026/07/057-187_pcg-a23127.webp,ケーシィ[057/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046718_P_KESHII.jpg,公式,23127
058/187,ユンゲラー,,https://minnano-toreka.com/wp-content/uploads/2026/07/058-187_pcg-a23126.webp,ユンゲラー[058/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046719_P_YUNGERA.jpg,公式,23126
060/187,ネイティ,,https://minnano-toreka.com/wp-content/uploads/2026/07/060-187_pcg-a23125.webp,ネイティ[060/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046721_P_NEITEI.jpg,公式,23125
061/187,ネイティオ,,https://minnano-toreka.com/wp-content/uploads/2026/07/061-187_pcg-a23124.webp,ネイティオ[061/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046722_P_NEITEIO.jpg,公式,23124
067/187,ペロッパフ,,https://minnano-toreka.com/wp-content/uploads/2026/07/067-187_pcg-a23119.webp,ペロッパフ[067/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046728_P_PEROPPAFU.jpg,公式,23119
068/187,ニンフィア,,https://minnano-toreka.com/wp-content/uploads/2026/07/068-187_pcg-a23118.webp,ニンフィア[068/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046729_P_NINFUIA.jpg,公式,23118
072/187,ハバタクカミ,,https://minnano-toreka.com/wp-content/uploads/2026/07/072-187_pcg-a23115.webp,ハバタクカミ[072/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046733_P_HABATAKUKAMI.jpg,公式,23115
077/187,テツノイワオ,,https://minnano-toreka.com/wp-content/uploads/2026/07/077-187_pcg-a23111.webp,テツノイワオ[077/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046738_P_TETSUNOIWAO.jpg,公式,23111
079/187,ジーランス,,https://minnano-toreka.com/wp-content/uploads/2026/07/079-187_pcg-a23110.webp,ジーランス[079/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046740_P_JIRANSU.jpg,公式,23110
081/187,フカマル,,https://minnano-toreka.com/wp-content/uploads/2026/07/081-187_pcg-a23108.webp,フカマル[081/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046742_P_FUKAMARU.jpg,公式,23108
082/187,ガバイト,,https://minnano-toreka.com/wp-content/uploads/2026/07/082-187_pcg-a23107.webp,ガバイト[082/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046743_P_GABAITO.jpg,公式,23107
084/187,ルチャブル,,https://minnano-toreka.com/wp-content/uploads/2026/07/084-187_pcg-a23105.webp,ルチャブル[084/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046745_P_RUCHIXYABURU.jpg,公式,23105
085/187,ガチグマ アカツキ,,https://minnano-toreka.com/wp-content/uploads/2026/07/085-187_pcg-a23104.webp,ガチグマ アカツキ[085/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046746_P_GACHIGUMAAKATSUKI.jpg,公式,23104
089/187,ディンルー,,https://minnano-toreka.com/wp-content/uploads/2026/07/089-187_pcg-a23101.webp,ディンルー[089/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046750_P_DEINRU.jpg,公式,23101
092/187,ブラッキー,,https://minnano-toreka.com/wp-content/uploads/2026/07/092-187_pcg-a23099.webp,ブラッキー[092/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046753_P_BURAKKI.jpg,公式,23099
100/187,トドロクツキ,,https://minnano-toreka.com/wp-content/uploads/2026/07/100-187_pcg-a23092.webp,トドロクツキ[100/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046761_P_TODOROKUTSUKI.jpg,公式,23092
106/187,ダンバル,,https://minnano-toreka.com/wp-content/uploads/2026/07/106-187_pcg-a23091.webp,ダンバル[106/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046767_P_DANBARU.jpg,公式,23091
107/187,メタング,,https://minnano-toreka.com/wp-content/uploads/2026/07/107-187_pcg-a23090.webp,メタング[107/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046768_P_METANGU.jpg,公式,23090
109/187,ヒトツキ,,https://minnano-toreka.com/wp-content/uploads/2026/07/109-187_pcg-a23088.webp,ヒトツキ[109/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046770_P_HITOTSUKI.jpg,公式,23088
110/187,ニダンギル,,https://minnano-toreka.com/wp-content/uploads/2026/07/110-187_pcg-a23087.webp,ニダンギル[110/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046771_P_NIDANGIRU.jpg,公式,23087
112/187,ジュラルドン,,https://minnano-toreka.com/wp-content/uploads/2026/07/112-187_pcg-a23085.webp,ジュラルドン[112/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046773_P_JIXYURARUDON.jpg,公式,23085
114/187,ブロロン,,https://minnano-toreka.com/wp-content/uploads/2026/07/114-187_pcg-a23083.webp,ブロロン[114/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046775_P_BURORON.jpg,公式,23083
115/187,ブロロローム,,https://minnano-toreka.com/wp-content/uploads/2026/07/115-187_pcg-a23082.webp,ブロロローム[115/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046776_P_BUROROROMU.jpg,公式,23082
116/187,テツノワダチ,,https://minnano-toreka.com/wp-content/uploads/2026/07/116-187_pcg-a23081.webp,テツノワダチ[116/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046777_P_TETSUNOWADACHI.jpg,公式,23081
122/187,コライドン,,https://minnano-toreka.com/wp-content/uploads/2026/07/122-187_pcg-a23077.webp,コライドン[122/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046783_P_KORAIDON.jpg,公式,23077
092/187,ブラッキー,,https://minnano-toreka.com/wp-content/uploads/2026/07/092-187_pcg-a23076.webp,ブラッキー[092/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/046753_P_BURAKKI.jpg,公式,23076
217/187,ブラッキーex,,https://minnano-toreka.com/wp-content/uploads/2026/07/217-187_pcg-a23065.webp,ブラッキーex[217/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/047138_P_BURAKKIEX.jpg,公式,23065
195/187,パルデアの仲間たち,,https://minnano-toreka.com/wp-content/uploads/2026/07/195-187_pcg-a23014.webp,パルデアの仲間たち[195/187],https://www.pokemon-card.com/assets/images/card_images/large/SV8a/047116_T_PARUDEANONAKAMATACHI.jpg,公式,23014
081/064,キチキギスex,,https://minnano-toreka.com/wp-content/uploads/2026/07/081-064_pcg-a20779.webp,キチキギスex[081/064],https://www.pokemon-card.com/assets/images/card_images/large/SV6a/046058_P_KICHIKIGISUEX.jpg,公式,20779
083/064,アクロマの執念,,https://minnano-toreka.com/wp-content/uploads/2026/07/083-064_pcg-a20777.webp,アクロマの執念[083/064],https://www.pokemon-card.com/assets/images/card_images/large/SV6a/046060_T_AKUROMANOSHIXYUUNEN.jpg,公式,20777
185/BW-P,グレイシア,,https://minnano-toreka.com/wp-content/uploads/2026/07/185-BW-P_pcg-a18063.webp,グレイシア[185/BW-P],https://www.pokemon-card.com/assets/images/card_images/large/BWP/028509_P_GUREISHIA.jpg,公式,18063
254/S-P,おいわいファンファーレ,,https://minnano-toreka.com/wp-content/uploads/2026/07/254-S-P_pcg-a18054.webp,おいわいファンファーレ[254/S-P],https://www.pokemon-card.com/assets/images/card_images/large/S-P/040065_T_OIWAIFANFARE.jpg,公式,18054
298/XY-P,"<span class=""pcg pcg-megamark""></span>サチコEX",,https://minnano-toreka.com/wp-content/uploads/2026/07/298-XY-P_pcg-a18050.webp,"<span class=""pcg pcg-megamark""></span>サチコEX[298/XY-P]",https://www.pokemon-card.com/assets/images/card_images/large/XYP/032353_P_MSACHIKOEX.jpg,公式,18050
398/SM-P,プレイヤーズセレモニー,,https://minnano-toreka.com/wp-content/uploads/2026/07/398-SM-P_pcg-a18017.webp,プレイヤーズセレモニー[398/SM-P],https://www.pokemon-card.com/assets/images/card_images/large/SMP/037194_T_PUREIYAZUSEREMONI.jpg,公式,18017
406/SM-P,ともだちてちょう,,https://minnano-toreka.com/wp-content/uploads/2026/07/406-SM-P_pcg-a18016.webp,ともだちてちょう[406/SM-P],https://www.pokemon-card.com/assets/images/card_images/large/SMP/037200_T_TOMODACHITECHOU.jpg,公式,18016
013/SM-P,スカル団ごっこピカチュウ,,https://minnano-toreka.com/wp-content/uploads/2026/07/013-SM-P_pcg-a17972.webp,スカル団ごっこピカチュウ[013/SM-P],https://www.pokemon-card.com/assets/images/card_images/large/SMP/033288_P_SUKARUDANGOKKOPIKACHUU.jpg,公式,17972
020/BW-P,ミジュマル,,https://minnano-toreka.com/wp-content/uploads/2026/07/020-BW-P_pcg-a17934.webp,ミジュマル[020/BW-P],https://www.pokemon-card.com/assets/images/card_images/large/BWP/027273_P_MIJUMARU.jpg,公式,17934
023/BW-P,ポケモン図鑑,,https://minnano-toreka.com/wp-content/uploads/2026/07/023-BW-P_pcg-a17918.webp,ポケモン図鑑[023/BW-P],https://www.pokemon-card.com/assets/images/card_images/large/BWP/027276_T_POKEMONZUKAN.jpg,公式,17918
029/S-P,ニャースVMAX,,https://minnano-toreka.com/wp-content/uploads/2026/07/029-S-P_pcg-a17882.webp,ニャースVMAX[029/S-P],https://www.pokemon-card.com/assets/images/card_images/large/S-P/037609_P_NYASUVMAX.jpg,公式,17882
031/S-P,ともだちてちょう,,https://minnano-toreka.com/wp-content/uploads/2026/07/031-S-P_pcg-a17874.webp,ともだちてちょう[031/S-P],https://www.pokemon-card.com/assets/images/card_images/large/S-P/037791_T_TOMODACHITECHOU.jpg,公式,17874
035/XY-P,フォッコ,,https://minnano-toreka.com/wp-content/uploads/2026/07/035-XY-P_pcg-a17856.webp,フォッコ[035/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/030474_P_FOKKO.jpg,公式,17856
036/S-P,救助隊DXのピカチュウ,,https://minnano-toreka.com/wp-content/uploads/2026/07/036-S-P_pcg-a17853.webp,救助隊DXのピカチュウ[036/S-P],https://www.pokemon-card.com/assets/images/card_images/large/S-P/037989_P_KYUUJOTAIDXNOPIKACHUU.jpg,公式,17853
037/SM-P,ポンチョを着たピカチュウ,,https://minnano-toreka.com/wp-content/uploads/2026/07/037-SM-P_pcg-a17849.webp,ポンチョを着たピカチュウ[037/SM-P],https://www.pokemon-card.com/assets/images/card_images/large/SMP/033400_P_PONCHOWOKITAPIKACHUU.jpg,公式,17849
038/SM-P,ポンチョを着たピカチュウ,,https://minnano-toreka.com/wp-content/uploads/2026/07/038-SM-P_pcg-a17844.webp,ポンチョを着たピカチュウ[038/SM-P],https://www.pokemon-card.com/assets/images/card_images/large/SMP/033401_P_PONCHOWOKITAPIKACHUU.jpg,公式,17844
051/XY-P,ゼルネアス,,https://minnano-toreka.com/wp-content/uploads/2026/07/051-XY-P_pcg-a17776.webp,ゼルネアス[051/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/030579_P_ZERUNEASU.jpg,公式,17776
052/SM-P,アローラ ロコン,,https://minnano-toreka.com/wp-content/uploads/2026/07/052-SM-P_pcg-a17774.webp,アローラ ロコン[052/SM-P],https://www.pokemon-card.com/assets/images/card_images/large/SMP/033853_P_ARORAROKON.jpg,公式,17774
053/SM-P,ライチ,,https://minnano-toreka.com/wp-content/uploads/2026/07/053-SM-P_pcg-a17769.webp,ライチ[053/SM-P],https://www.pokemon-card.com/assets/images/card_images/large/SMP/033854_T_RAICHI.jpg,公式,17769
054/XY-P,ディアンシー,,https://minnano-toreka.com/wp-content/uploads/2026/07/054-XY-P_pcg-a17761.webp,ディアンシー[054/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/030582_P_DEIANSHI.jpg,公式,17761
056/XY-P,ポケテレのADピカチュウ,,https://minnano-toreka.com/wp-content/uploads/2026/07/056-XY-P_pcg-a17751.webp,ポケテレのADピカチュウ[056/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/030590_P_POKETERENOADPIKACHUU.jpg,公式,17751
065/SM-P,アマージョGX,,https://minnano-toreka.com/wp-content/uploads/2026/07/065-SM-P_pcg-a17708.webp,アマージョGX[065/SM-P],https://www.pokemon-card.com/assets/images/card_images/large/SMP/033971_P_AMAJOGX.jpg,公式,17708
066/SM-P,ルナアーラ,,https://minnano-toreka.com/wp-content/uploads/2026/07/066-SM-P_pcg-a17703.webp,ルナアーラ[066/SM-P],https://www.pokemon-card.com/assets/images/card_images/large/SMP/033972_P_RUNAARA.jpg,公式,17703
067/SM-P,ソルガレオ,,https://minnano-toreka.com/wp-content/uploads/2026/07/067-SM-P_pcg-a17698.webp,ソルガレオ[067/SM-P],https://www.pokemon-card.com/assets/images/card_images/large/SMP/033973_P_SORUGAREO.jpg,公式,17698
077/XY-P,メタモン,,https://minnano-toreka.com/wp-content/uploads/2026/07/077-XY-P_pcg-a17655.webp,メタモン[077/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/030642_P_METAMON.jpg,公式,17655
081/SM-P,コスモッグ,,https://minnano-toreka.com/wp-content/uploads/2026/07/081-SM-P_pcg-a17641.webp,コスモッグ[081/SM-P],https://www.pokemon-card.com/assets/images/card_images/large/SMP/034070_P_KOSUMOGGU.jpg,公式,17641
082/BW-P,プラスパワー,,https://minnano-toreka.com/wp-content/uploads/2026/07/082-BW-P_pcg-a17638.webp,プラスパワー[082/BW-P],https://www.pokemon-card.com/assets/images/card_images/large/BWP/027438_T_PURASUPAWA.jpg,公式,17638
083/SM-P,ひかるホウオウ,,https://minnano-toreka.com/wp-content/uploads/2026/07/083-SM-P_pcg-a17633.webp,ひかるホウオウ[083/SM-P],https://www.pokemon-card.com/assets/images/card_images/large/SMP/034072_P_HIKARUHOUOU.jpg,公式,17633
085/SM-P,ロイヤルマスク,,https://minnano-toreka.com/wp-content/uploads/2026/07/085-SM-P_pcg-a17628.webp,ロイヤルマスク[085/SM-P],https://www.pokemon-card.com/assets/images/card_images/large/SMP/034074_T_ROIYARUMASUKU.jpg,公式,17628
088/SM-P,トウホクのピカチュウ,,https://minnano-toreka.com/wp-content/uploads/2026/07/088-SM-P_pcg-a17616.webp,トウホクのピカチュウ[088/SM-P],https://www.pokemon-card.com/assets/images/card_images/large/SMP/034076_P_TOUHOKUNOPIKACHUU.jpg,公式,17616
091/XY-P,ニンフィア,,https://minnano-toreka.com/wp-content/uploads/2026/07/091-XY-P_pcg-a17599.webp,ニンフィア[091/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/030656_P_NINFIA.jpg,公式,17599
094/XY-P,あったかピカチュウ,,https://minnano-toreka.com/wp-content/uploads/2026/07/094-XY-P_pcg-a17584.webp,あったかピカチュウ[094/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/030806_P_ATTAKAPIKACHUU.jpg,公式,17584
095/SV-P,月明かりの丘,,https://minnano-toreka.com/wp-content/uploads/2026/07/095-SV-P_pcg-a17580.webp,月明かりの丘[095/SV-P],https://www.pokemon-card.com/assets/images/card_images/large/SV-P/044033_T_TSUKIAKARINOOKA.jpg,公式,17580
095/XY-P,あったかピカチュウ,,https://minnano-toreka.com/wp-content/uploads/2026/07/095-XY-P_pcg-a17579.webp,あったかピカチュウ[095/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/030807_P_ATTAKAPIKACHUU.jpg,公式,17579
096/XY-P,あったかピカチュウ,,https://minnano-toreka.com/wp-content/uploads/2026/07/096-XY-P_pcg-a17575.webp,あったかピカチュウ[096/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/030808_P_ATTAKAPIKACHUU.jpg,公式,17575
097/XY-P,あったかピカチュウ,,https://minnano-toreka.com/wp-content/uploads/2026/07/097-XY-P_pcg-a17571.webp,あったかピカチュウ[097/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/030809_P_ATTAKAPIKACHUU.jpg,公式,17571
098/XY-P,メガトウキョーのピカチュウ,,https://minnano-toreka.com/wp-content/uploads/2026/07/098-XY-P_pcg-a17567.webp,メガトウキョーのピカチュウ[098/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/030810_P_MEGATOUKYONOPIKACHUU.jpg,公式,17567
100/XY-P,レックウザ,,https://minnano-toreka.com/wp-content/uploads/2026/07/100-XY-P_pcg-a17559.webp,レックウザ[100/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/030812_P_REKKUUZA.jpg,公式,17559
103/XY-P,アチャモ,,https://minnano-toreka.com/wp-content/uploads/2026/07/103-XY-P_pcg-a17544.webp,アチャモ[103/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/030815_P_ACHAMO.jpg,公式,17544
104/XY-P,レジロック,,https://minnano-toreka.com/wp-content/uploads/2026/07/104-XY-P_pcg-a17539.webp,レジロック[104/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/030850_P_REJIROKKU.jpg,公式,17539
108/S-P,ザルードV,,https://minnano-toreka.com/wp-content/uploads/2026/07/108-S-P_pcg-a17521.webp,ザルードV[108/S-P],https://www.pokemon-card.com/assets/images/card_images/large/S-P/038493_P_ZARUDOV.jpg,公式,17521
108/XY-P,アチャモ,,https://minnano-toreka.com/wp-content/uploads/2026/07/108-XY-P_pcg-a17520.webp,アチャモ[108/XY-P],https://www.pokemon-card.com/assets/images/card_images/large/XYP/030955_P_ACHAMO.jpg,公式,17520
119/S-P,ふくよかミュージシャン,,https://minnano-toreka.com/wp-content/uploads/2026/07/119-S-P_pcg-a17473.webp,ふくよかミュージシャン[119/S-P],https://www.pokemon-card.com/assets/images/card_images/large/S-P/038886_T_FUKUYOKAMYUJISHAN.jpg,公式,17473
